Rank,Release Group,Worldwide,Domestic,%,Foreign
31,Starsky & Hutch,"$170,268,750","$88,237,754",48.2%,"$82,030,996"
32,Shall We Dance,"$170,128,460","$57,890,460",66%,"$112,238,000"
33,Dodgeball: A True Underdog Story,"$168,423,227","$114,326,736",32.1%,"$54,096,491"
34,Alexander,"$167,298,192","$34,297,191",79.5%,"$133,001,001"
35,The Phantom of the Opera,"$154,648,887","$51,268,815",66.8%,"$103,380,072"
36,Kill Bill: Vol. 2,"$154,116,796","$66,208,183",57%,"$87,908,613"
37,Home on the Range,"$145,358,062","$50,030,461",65.6%,"$95,327,601"
38,The SpongeBob SquarePants Movie,"$140,192,993","$85,417,988",39.1%,"$54,775,005"
39,The Princess Diaries 2: Royal Engagement,"$134,734,481","$95,170,481",29.4%,"$39,564,000"
40,Blade: Trinity,"$131,883,935","$52,411,906",60.3%,"$79,472,029"
41,Man on Fire,"$130,834,852","$77,911,774",40.5%,"$52,923,078"
42,Mean Girls,"$130,125,829","$86,058,055",33.9%,"$44,067,774"
43,Resident Evil: Apocalypse,"$129,342,769","$51,201,453",60.4%,"$78,141,316"
44,Ray,"$123,971,376","$75,331,600",39.2%,"$48,639,776"
45,The Notebook,"$117,812,623","$81,001,787",31.2%,"$36,810,836"
46,The Forgotten,"$117,592,831","$67,133,509",42.9%,"$50,459,322"
47,Finding Neverland,"$116,650,613","$51,680,613",55.7%,"$64,970,000"
48,The Chronicles of Riddick,"$115,900,534","$57,761,012",50.2%,"$58,139,522"
49,Closer,"$115,505,027","$33,987,757",70.6%,"$81,517,270"
50,White Chicks,"$113,086,475","$70,831,760",37.4%,"$42,254,715"
51,Sideways,"$109,706,931","$71,503,593",34.8%,"$38,203,338"
52,Hidalgo,"$108,040,622","$67,303,450",37.7%,"$40,737,172"
53,The Stepford Wives,"$103,370,127","$59,484,742",42.5%,"$43,885,385"
54,Saw,"$103,096,345","$55,185,045",46.5%,"$47,911,300"
55,Dawn of the Dead,"$102,278,712","$59,020,957",42.3%,"$43,257,755"
56,Kung Fu Hustle,"$100,912,445","$17,108,591",83%,"$83,803,854"
57,Ladder 49,"$100,572,044","$74,541,707",25.9%,"$26,030,337"
58,Hellboy,"$99,318,987","$59,623,958",40%,"$39,695,029"
59,The Butterfly Effect,"$96,693,417","$57,938,693",40.1%,"$38,754,724"
60,Christmas with the Kranks,"$96,572,480","$73,780,539",23.6%,"$22,791,941"
61,13 Going on 30,"$96,455,697","$57,231,747",40.7%,"$39,223,950"
62,The Manchurian Candidate,"$96,105,910","$65,955,630",31.4%,"$30,150,280"
63,Secret Window,"$92,913,171","$48,022,900",48.3%,"$44,890,271"
64,House of Flying Daggers,"$92,863,945","$11,050,094",88.1%,"$81,813,851"
65,Downfall,"$92,181,574","$5,509,040",94%,"$86,672,534"
66,Anchorman: The Legend of Ron Burgundy,"$90,649,730","$85,288,303",5.9%,"$5,361,427"
67,Catwoman,"$82,102,379","$40,202,379",51%,"$41,900,000"
68,The Chorus,"$82,032,134","$2,087,128",97.5%,"$79,945,006"
69,Exorcist: The Beginning,"$78,110,021","$41,821,986",46.5%,"$36,288,035"
70,The Ladykillers,"$76,665,191","$39,799,191",48.1%,"$36,866,000"
71,(T)Raumschiff Surprise - Periode 1,"$76,341,401",-,100%,"$76,341,401"
72,Tae Guk Gi: The Brotherhood of War,"$76,287,982","$1,111,061",98.5%,"$75,176,921"
73,Eternal Sunshine of the Spotless Mind,"$74,036,715","$34,400,301",53.5%,"$39,636,414"
74,Crying Out Love in the Center of the World,"$73,611,055",-,100%,"$73,611,055"
75,Without a Paddle,"$73,029,190","$58,169,327",20.3%,"$14,859,863"
76,Around the World in 80 Days,"$72,178,895","$24,008,137",66.7%,"$48,170,758"
77,Anacondas: The Hunt for the Blood Orchid,"$70,992,898","$32,238,923",54.6%,"$38,753,975"
78,Taxi 2004 Re-release,"$70,778,329","$36,611,066",48.3%,"$34,167,263"
79,A Cinderella Story,"$70,067,909","$51,438,175",26.6%,"$18,629,734"
80,A Very Long Engagement,"$69,424,389","$6,524,389",90.6%,"$62,900,000"
81,Barbershop 2: Back in Business,"$65,991,448","$65,111,277",1.3%,"$880,171"
82,Taking Lives,"$65,470,529","$32,682,342",50.1%,"$32,788,187"
83,Miracle,"$64,445,708","$64,378,093",0.1%,"$67,615"
84,After the Sunset,"$62,657,868","$28,331,233",54.8%,"$34,326,635"
85,Two Brothers,"$62,172,050","$19,176,754",69.2%,"$42,995,296"
86,Friday Night Lights,"$61,950,770","$61,255,921",1.1%,"$694,849"
87,In Good Company,"$61,315,215","$45,806,659",25.3%,"$15,508,556"
88,Sky Captain and the World of Tomorrow,"$57,947,036","$37,762,677",34.8%,"$20,184,359"
89,Cellular,"$57,678,321","$32,003,620",44.5%,"$25,674,701"
90,The Motorcycle Diaries,"$57,663,224","$16,781,387",70.9%,"$40,881,837"
91,Seven Dwarves,"$57,410,311",-,100%,"$57,410,311"
92,Walking Tall,"$57,223,890","$46,437,717",18.8%,"$10,786,173"
93,Spanglish,"$55,470,154","$42,726,869",23%,"$12,743,285"
94,The Punisher,"$54,700,105","$33,810,189",38.2%,"$20,889,916"
95,Open Water,"$54,683,487","$30,610,863",44%,"$24,072,624"
96,Team America: World Police,"$50,826,898","$32,786,074",35.5%,"$18,040,824"
97,You Got Served,"$50,576,805","$40,363,810",20.2%,"$10,212,995"
98,Raising Helen,"$49,718,611","$37,486,512",24.6%,"$12,232,099"
99,Fat Albert,"$48,551,322","$48,116,322",0.9%,"$435,000"
100,Be with You,"$46,616,207",-,100%,"$46,616,207"
101,Napoleon Dynamite,"$46,118,097","$44,540,956",3.4%,"$1,577,141"
102,The Sea Inside,"$43,685,449","$2,104,923",95.2%,"$41,580,526"
103,Wimbledon,"$41,682,237","$17,001,133",59.2%,"$24,681,104"
104,Twisted,"$40,954,603","$25,198,598",38.5%,"$15,756,005"
105,Bad Education,"$40,350,837","$5,211,842",87.1%,"$35,138,995"
106,Crimson Rivers 2: Angels of the Apocalypse,"$40,152,148","$152,148",99.6%,"$40,000,000"
107,The Prince and Me,"$37,666,766","$28,176,497",25.2%,"$9,490,269"
108,Garden State,"$35,825,316","$26,782,316",25.2%,"$9,043,000"
109,Jersey Girl,"$35,492,921","$25,268,157",28.8%,"$10,224,764"
110,Alfie,"$35,060,882","$13,399,812",61.8%,"$21,661,070"
111,Flight of the Phoenix,"$35,021,497","$21,009,180",40%,"$14,012,317"
112,The Life Aquatic with Steve Zissou,"$34,808,403","$24,020,403",31%,"$10,788,000"
113,Pokémon the Movie: Destiny Deoxys,"$34,337,258",-,100%,"$34,337,258"
114,Hotel Rwanda,"$33,882,243","$23,530,892",30.6%,"$10,351,351"
115,Confessions of a Teenage Drama Queen,"$33,251,890","$29,331,068",11.8%,"$3,920,822"
116,Night Watch,"$32,396,890",-,100%,"$32,396,890"
117,Johnson Family Vacation,"$31,326,183","$31,203,964",0.4%,"$122,219"
118,The Girl Next Door,"$30,381,722","$14,589,444",52%,"$15,792,278"
119,Godsend,"$30,120,671","$14,379,751",52.3%,"$15,740,920"
120,Shaun of the Dead,"$30,076,102","$13,542,874",55%,"$16,533,228"
121,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,144,802","$19,765,868",32.2%,"$9,378,934"
122,Agent Cody Banks 2: Destination London,"$28,818,995","$23,630,159",18%,"$5,188,836"
123,Thunderbirds,"$28,283,637","$6,880,917",75.7%,"$21,402,720"
124,Dirty Dancing: Havana Nights,"$27,685,016","$14,161,590",48.8%,"$13,523,426"
125,Ella Enchanted,"$27,388,767","$22,918,387",16.3%,"$4,470,380"
126,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"$26,663,978",-,100%,"$26,663,978"
127,The Whole Ten Yards,"$26,170,671","$16,328,471",37.6%,"$9,842,200"
128,The Alamo,"$25,819,961","$22,414,961",13.2%,"$3,405,000"
129,Seed of Chucky,"$24,829,644","$17,083,732",31.2%,"$7,745,912"
130,Bride & Prejudice,"$24,716,440","$6,605,592",73.3%,"$18,110,848"
131,Podium,"$24,511,116",-,100%,"$24,511,116"
132,Harold & Kumar Go to White Castle,"$23,936,908","$18,250,550",23.8%,"$5,686,358"
133,Birth,"$23,925,492","$5,095,038",78.7%,"$18,830,454"
134,Christmas in Love,"$22,668,087",-,100%,"$22,668,087"
135,Detective Conan: Magician of the Silver Sky,"$22,618,511",-,100%,"$22,618,511"
136,EuroTrip,"$22,605,153","$17,771,387",21.4%,"$4,833,766"
137,Quill: The Life of a Guide Dog,"$22,298,559",-,100%,"$22,298,559"
138,NASCAR: The IMAX Experience,"$22,248,831","$21,583,831",3%,"$665,000"
139,Little Black Book,"$22,035,509","$20,698,668",6.1%,"$1,336,841"
140,Do You Know Claudia?,"$21,852,972",-,100%,"$21,852,972"
141,Mr. 3000,"$21,839,377","$21,811,187",0.1%,"$28,190"
142,Wicker Park,"$21,568,818","$13,001,257",39.7%,"$8,567,561"
143,Win a Date with Tad Hamilton!,"$21,513,434","$17,071,962",20.6%,"$4,441,472"
144,The Merchant of Venice,"$21,417,725","$3,765,585",82.4%,"$17,652,140"
145,New York Minute,"$21,289,826","$14,071,441",33.9%,"$7,218,385"
146,Mindhunters,"$21,148,829","$4,480,744",78.8%,"$16,668,085"
147,G.O.R.A.,"$20,839,049",-,100%,"$20,839,049"
148,Super Size Me,"$20,645,757","$11,536,423",44.1%,"$9,109,334"
149,The 11 Commandments,"$20,537,839",-,100%,"$20,537,839"
150,Ladies in Lavender,"$20,377,075","$6,765,081",66.8%,"$13,611,994"
151,Melinda and Melinda,"$20,129,327","$3,826,280",81%,"$16,303,047"
152,I Heart Huckabees,"$20,072,172","$12,785,432",36.3%,"$7,286,740"
153,2046,"$19,470,239","$1,444,588",92.6%,"$18,025,651"
154,Vanity Fair,"$19,463,185","$16,136,476",17.1%,"$3,326,709"
155,Windstruck,"$19,225,992",-,100%,"$19,225,992"
156,The Corsican File,"$18,922,216",-,100%,"$18,922,216"
157,Swing Girls,"$18,758,613",-,100%,"$18,758,613"
158,Look at Me,"$18,729,751","$1,737,308",90.7%,"$16,992,443"
159,De-Lovely,"$18,611,951","$13,456,633",27.7%,"$5,155,318"
160,My Baby's Daddy,"$18,490,423","$17,669,317",4.4%,"$821,106"
161,Quai des illusions,"$18,291,248",-,100%,"$18,291,248"
162,Kinsey,"$17,050,017","$10,254,979",39.9%,"$6,795,038"
163,Catch That Kid,"$16,951,702","$16,703,799",1.5%,"$247,903"
164,Paparazzi,"$16,796,512","$15,714,234",6.4%,"$1,082,278"
165,One Missed Call,"$16,367,880",-,100%,"$16,367,880"
166,"Nin x Nin: Ninja Hattori-kun, the Movie","$16,351,134",-,100%,"$16,351,134"
167,What the #$*! Do We (K)now!?,"$15,998,178","$10,942,306",31.6%,"$5,055,872"
168,Before Sunset,"$15,936,507","$5,820,649",63.5%,"$10,115,858"
169,Lucky Luke and the Daltons,"$15,823,762",-,100%,"$15,823,762"
170,Surviving Christmas,"$15,125,687","$11,663,156",22.9%,"$3,462,531"
171,The Last Trapper,"$14,905,929",-,100%,"$14,905,929"
172,Raise Your Voice,"$14,867,514","$10,411,980",30%,"$4,455,534"
173,Soul Plane,"$14,821,824","$14,190,750",4.3%,"$631,074"
174,Half a Confession,"$14,638,660",-,100%,"$14,638,660"
175,Welcome to Mooseport,"$14,615,099","$14,470,947",1%,"$144,152"
176,Envy,"$14,494,036","$13,562,325",6.4%,"$931,711"
177,Being Julia,"$14,339,171","$7,739,049",46%,"$6,600,122"
178,Vizontele Tuuba,"$13,954,476",-,100%,"$13,954,476"
179,French Spies,"$13,844,465",-,100%,"$13,844,465"
180,Der Wixxer,"$13,607,165",-,100%,"$13,607,165"
181,One Piece: The Cursed Holy Sword,"$13,422,333",-,100%,"$13,422,333"
182,Umizaru,"$13,361,623",-,100%,"$13,361,623"
183,RRRrrrr!!!,"$13,315,054","$54,361",99.6%,"$13,260,693"
184,Vera Drake,"$13,267,869","$3,775,283",71.5%,"$9,492,586"
185,Mariages!,"$12,991,310",-,100%,"$12,991,310"
186,Maria Full of Grace,"$12,594,630","$6,529,624",48.2%,"$6,065,006"
187,Breakin' All the Rules,"$12,544,254","$12,264,319",2.2%,"$279,935"
188,The Clearing,"$12,520,799","$5,763,875",54%,"$6,756,924"
189,Casshern,"$12,353,768",-,100%,"$12,353,768"
190,Chasing Liberty,"$12,313,323","$12,195,626",1%,"$117,697"
191,Don't Move,"$12,071,007","$337,265",97.2%,"$11,733,742"
192,Kureyon Shin-chan 2004 Re-release,"$12,066,375",-,100%,"$12,066,375"
193,The Cookout,"$12,009,070","$11,814,019",1.6%,"$195,051"
194,Layer Cake,"$11,850,214","$2,339,957",80.3%,"$9,510,257"
195,Suspect Zero,"$11,416,075","$8,725,813",23.6%,"$2,690,262"
196,Connie and Carla,"$11,341,016","$8,085,771",28.7%,"$3,255,245"
197,Naruto the Movie: Ninja Clash in the Land of Snow,"$11,141,307",-,100%,"$11,141,307"
198,Head-On,"$11,030,861","$435,395",96.1%,"$10,595,466"
199,District B13,"$10,976,892","$1,200,216",89.1%,"$9,776,676"
200,The Perfect Score,"$10,898,337","$10,391,003",4.7%,"$507,334"
