Rank,Release Group,Worldwide,Domestic,%,Foreign
62,Tokyo Revengers,"$39,563,158 ",-,100%,"$39,563,158 "
63,Nomadland,"$39,392,289 ","$3,700,000 ",90.60%,"$35,692,289 "
64,The Yinyang Master,"$37,690,000 ",-,100%,"$37,690,000 "
65,Rurouni Kenshin: Final Chapter Part I - The Final,"$36,964,978 ",-,100%,"$36,964,978 "
66,I Fell in Love Like a Flower Bouquet,"$34,975,905 ",-,100%,"$34,975,905 "
67,Malignant,"$33,974,014 ","$13,374,014 ",60.60%,"$20,600,000 "
68,Big Red Envelope,"$32,800,000 ",-,100%,"$32,800,000 "
69,Masquerade Night,"$32,260,468 ",-,100%,"$32,260,468 "
70,Once Upon a Time in Hong Kong,"$32,218,874 ",-,100%,"$32,218,874 "
71,Home Sweet Home,"$32,178,677 ",-,100%,"$32,178,677 "
72,Respect,"$31,379,399 ","$24,278,399 ",22.60%,"$7,101,000 "
73,The Unholy,"$30,830,440 ","$15,530,440 ",49.60%,"$15,300,000 "
74,Escape from Mogadishu,"$29,855,265 ","$346,271 ",98.80%,"$29,508,994 "
75,The Little Things,"$29,844,012 ","$15,244,012 ",48.90%,"$14,600,000 "
76,Master,"$28,692,230 ",-,100%,"$28,692,230 "
77,The Last Warrior: Root of Evil,"$28,357,398 ",-,100%,"$28,357,398 "
78,Chaos Walking,"$26,456,630 ","$13,287,908 ",49.80%,"$13,168,722 "
79,The Last Duel,"$26,333,469 ","$10,725,020 ",59.30%,"$15,608,449 "
80,The Courier,"$25,633,024 ","$6,613,432 ",74.20%,"$19,019,592 "
81,Clifford the Big Red Dog,"$24,048,755 ","$24,048,755 ",-,-
82,Those Who Wish Me Dead,"$23,408,489 ","$7,347,103 ",68.60%,"$16,061,386 "
83,The French Dispatch,"$23,212,241 ","$11,924,013 ",48.60%,"$11,288,228 "
84,The Marksman,"$22,988,549 ","$15,566,093 ",32.30%,"$7,422,456 "
85,The Day We Lit Up the Sky,"$22,500,000 ",-,100%,"$22,500,000 "
86,Kaamelott: First Installment,"$21,941,166 ","$188,000 ",99.10%,"$21,753,166 "
87,After We Fell,"$21,679,065 ","$2,170,750 ",90%,"$19,508,315 "
88,Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560 ",-,100%,"$21,318,560 "
89,Wish Dragon,"$21,120,000 ",-,100%,"$21,120,000 "
90,Be Somebody,"$20,000,000 ",-,100%,"$20,000,000 "
91,Stillwater,"$19,677,635 ","$14,465,535 ",26.50%,"$5,212,100 "
92,The Pioneer,"$18,900,000 ",-,100%,"$18,900,000 "
93,The Green Knight,"$18,873,029 ","$17,173,321 ",9%,"$1,699,708 "
94,Sinkhole,"$18,755,224 ",-,100%,"$18,755,224 "
95,Mobile Suit Gundam: Hathaway,"$18,731,309 ",-,100%,"$18,731,309 "
96,The Stronghold,"$18,066,143 ",-,100%,"$18,066,143 "
97,Bo Gia,"$17,480,489 ","$350,000 ",98%,"$17,130,489 "
98,Gintama: The Final,"$17,244,651 ",-,100%,"$17,244,651 "
99,The Dry,"$17,183,264 ","$364,237 ",97.90%,"$16,819,027 "
100,Last Night in Soho,"$16,980,230 ","$9,566,230 ",43.70%,"$7,414,000 "
101,Upon the Magic Roads,"$15,990,882 ",-,100%,"$15,990,882 "
102,Reminiscence,"$15,800,193 ","$3,900,193 ",75.30%,"$11,900,000 "
103,Dear Evan Hansen,"$15,794,460 ","$14,990,411 ",5.10%,"$804,049 "
104,The Night House,"$15,437,703 ","$7,100,581 ",54%,"$8,337,122 "
105,Minari,"$15,372,376 ","$3,110,580 ",79.80%,"$12,261,796 "
106,Something About Love,"$15,204,017 ",-,100%,"$15,204,017 "
107,Antlers,"$14,704,239 ","$9,779,504 ",33.50%,"$4,924,735 "
108,The Tomorrow War,"$14,400,000 ",-,100%,"$14,400,000 "
109,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,"$14,059,824 ",-,100%,"$14,059,824 "
110,OSS 117: From Africa with Love,"$13,307,437 ",-,100%,"$13,307,437 "
111,Hostage: Missing Celebrity,"$13,117,797 ",-,100%,"$13,117,797 "
112,Vakeel Saab,"$13,056,490 ",-,100%,"$13,056,490 "
113,Monkey King Reborn,"$13,002,635 ",-,100%,"$13,002,635 "
114,No Escapes,"$12,916,151 ",-,100%,"$12,916,151 "
115,Cry Macho,"$12,780,333 ","$10,280,333 ",19.60%,"$2,500,000 "
116,The Many Saints of Newark,"$12,720,603 ","$8,220,603 ",35.40%,"$4,500,000 "
117,Character,"$12,571,501 ",-,100%,"$12,571,501 "
118,On Your Mark,"$12,100,000 ",-,100%,"$12,100,000 "
119,Stand by Me,"$11,900,000 ",-,100%,"$11,900,000 "
120,On the Line,"$11,853,463 ",-,100%,"$11,853,463 "
121,The Fable: The Killer Who Doesn't Kill,"$11,325,545 ",-,100%,"$11,325,545 "
122,Eiffel,"$11,184,739 ",-,100%,"$11,184,739 "
123,Krack,"$10,442,916 ",-,100%,"$10,442,916 "
124,Kaiserschmarrndrama,"$10,357,720 ",-,100%,"$10,357,720 "
125,"Caution, Hazardous Wife: The Movie","$10,356,359 ",-,100%,"$10,356,359 "
126,Realm of Terracotta,"$10,341,512 ",-,100%,"$10,341,512 "
127,Detective Conan: The Scarlet Alibi,"$10,308,627 ",-,100%,"$10,308,627 "
128,Never Stop,"$10,224,935 ",-,100%,"$10,224,935 "
129,¡A todo tren! Destino Asturias,"$9,811,489 ",-,100%,"$9,811,489 "
130,The Soul,"$9,600,000 ",-,100%,"$9,600,000 "
131,Black Box,"$9,411,289 ",-,100%,"$9,411,289 "
132,School of Magical Animals,"$9,299,125 ",-,100%,"$9,299,125 "
133,All About My Mother,"$8,900,000 ",-,100%,"$8,900,000 "
134,The Eleventh Chapter,"$8,845,525 ",-,100%,"$8,845,525 "
135,Kaguya-sama: Love Is War,"$8,794,981 ",-,100%,"$8,794,981 "
136,The Wolf and the Lion,"$8,574,897 ",-,100%,"$8,574,897 "
137,Agent Backkom: Kings Bear,"$8,500,000 ",-,100%,"$8,500,000 "
138,Honey Lemon Soda,"$8,441,488 ",-,100%,"$8,441,488 "
139,Baragaki: Unbroken Samurai,"$8,404,433 ",-,100%,"$8,404,433 "
140,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,"$8,377,569 ",-,100%,"$8,377,569 "
141,The Protege,"$8,231,178 ","$7,446,823 ",9.50%,"$784,355 "
142,White Snake 2: Green Snake,"$8,170,000 ",-,100%,"$8,170,000 "
143,New Happy Dad and Son 4,"$8,070,000 ",-,100%,"$8,070,000 "
144,Sunny Sisters,"$7,880,000 ",-,100%,"$7,880,000 "
145,Ainbo,"$7,877,742 ",-,100%,"$7,877,742 "
146,"And, the Baton Was Passed","$7,700,000 ",-,100%,"$7,700,000 "
147,Hard Hit,"$7,633,895 ",-,100%,"$7,633,895 "
148,Little Canned Men,"$7,600,000 ",-,100%,"$7,600,000 "
149,The Medium,"$7,592,993 ",-,100%,"$7,592,993 "
150,Dad,"$7,544,581 ",-,100%,"$7,544,581 "
151,The Mauritanian,"$7,527,030 ","$836,536 ",88.90%,"$6,690,494 "
152,Love Letter 2021 Re-release,"$7,400,000 ",-,100%,"$7,400,000 "
153,Signal: The Movie,"$7,344,186 ",-,100%,"$7,344,186 "
154,Dear Tutu: Operation T-Rex,"$7,200,000 ",-,100%,"$7,200,000 "
155,Water Boys,"$7,200,000 ",-,100%,"$7,200,000 "
156,Couple from the Future,"$7,160,729 ",-,100%,"$7,160,729 "
157,Extinct,"$6,929,315 ",-,100%,"$6,929,315 "
158,Are You Lonesome Tonight?,"$6,902,687 ",-,100%,"$6,902,687 "
159,Judas and the Black Messiah,"$6,798,511 ","$5,446,607 ",19.90%,"$1,351,904 "
160,Face Off: 48H,"$6,781,370 ",-,100%,"$6,781,370 "
161,Seobok,"$6,778,823 ",-,100%,"$6,778,823 "
162,Silver Skates,"$6,727,993 ",-,100%,"$6,727,993 "
163,Copshop,"$6,657,542 ","$5,213,243 ",21.70%,"$1,444,299 "
164,Dream Horse,"$6,649,673 ","$2,913,328 ",56.20%,"$3,736,345 "
165,Mamorarenakatta mono tachi e,"$6,641,284 ",-,100%,"$6,641,284 "
166,Island Keeper,"$6,410,000 ",-,100%,"$6,410,000 "
167,Sword Art Online: Progressive - Aria of a Starless Night,"$6,398,069 ",-,100%,"$6,398,069 "
168,Anita,"$6,300,000 ",-,100%,"$6,300,000 "
169,August Never Ends,"$6,200,000 ",-,100%,"$6,200,000 "
170,The Hobbit: The Battle of the Five Armies 2020 Re-release,"$6,163,077 ",-,100%,"$6,163,077 "
171,Penguin Bloom,"$6,158,751 ",-,100%,"$6,158,751 "
172,Spencer,"$6,144,108 ","$4,700,176 ",23.50%,"$1,443,932 "
173,The Forgotten Battle,"$6,000,546 ",-,100%,"$6,000,546 "
174,The Laws of the Universe: The Age of Elohim,"$5,930,747 ","$15,444 ",99.70%,"$5,915,303 "
175,The Blood of Wolves,"$5,908,700 ",-,100%,"$5,908,700 "
176,The Ice Road,"$5,881,567 ",-,100%,"$5,881,567 "
177,Me contro te - Il mistero della scuola incantata,"$5,879,431 ",-,100%,"$5,879,431 "
178,Chernobyl: Abyss,"$5,693,002 ",-,100%,"$5,693,002 "
179,Brave: Gunjyo Senki,"$5,677,186 ",-,100%,"$5,677,186 "
180,Suicide Forest Village,"$5,649,792 ",-,100%,"$5,649,792 "
181,Secret Magic Control Agency,"$5,631,112 ",-,100%,"$5,631,112 "
182,Miracle,"$5,544,120 ",-,100%,"$5,544,120 "
183,Octonauts: The Ring of Fire,"$5,512,875 ",-,100%,"$5,512,875 "
184,Hell's Garden,"$5,450,978 ",-,100%,"$5,450,978 "
185,Rebels @ School,"$5,373,010 ",-,100%,"$5,373,010 "
186,Roadrunner: A Film About Anthony Bourdain,"$5,323,350 ","$5,249,970 ",1.40%,"$73,380 "
187,Kiba: The Fangs of Fiction,"$5,283,305 ",-,100%,"$5,283,305 "
188,Beautiful Lure: A Modern Tale of Painted Skin,"$5,239,977 ",-,100%,"$5,239,977 "
189,Poly,"$5,236,154 ",-,100%,"$5,236,154 "
190,A Morning of Farewell,"$5,075,369 ",-,100%,"$5,075,369 "
191,Forever Passion,"$5,060,000 ",-,100%,"$5,060,000 "
192,Love Story,"$5,019,348 ","$971,000 ",80.70%,"$4,048,348 "
193,Family Swap,"$4,926,440 ",-,100%,"$4,926,440 "
194,Red,"$4,920,261 ",-,100%,"$4,920,261 "
195,Zola,"$4,913,306 ","$4,844,399 ",1.40%,"$68,907 "
196,Palma,"$4,887,871 ",-,100%,"$4,887,871 "
197,Parallel Mothers,"$4,835,807 ",-,100%,"$4,835,807 "
198,Free! the Final Stroke,"$4,755,182 ",-,100%,"$4,755,182 "
199,Under the Open Sky,"$4,702,781 ",-,100%,"$4,702,781 "
200,I Don't Have Any Money Left in My Retirement Account,"$4,613,607 ",-,100%,"$4,613,607 "
