Rank,Release Group,Worldwide,Domestic,%,Foreign
89,Elektra,"$56,995,646","$24,409,722",57.2%,"$32,585,924"
90,Kicking & Screaming,"$56,070,433","$52,842,724",5.8%,"$3,227,709"
91,"Good Night, and Good Luck.","$54,641,191","$31,558,003",42.2%,"$23,083,188"
92,Æon Flux,"$53,321,673","$25,874,337",51.5%,"$27,447,336"
93,Pooh's Heffalump Movie,"$52,858,433","$18,098,433",65.8%,"$34,760,000"
94,Elizabethtown,"$52,164,016","$26,850,426",48.5%,"$25,313,590"
95,Just Friends,"$50,912,434","$32,619,671",35.9%,"$18,292,763"
96,Unleashed,"$50,871,113","$24,537,621",51.8%,"$26,333,492"
97,Diary of a Mad Black Woman,"$50,652,203","$50,633,099",<0.1%,"$19,104"
98,Fever Pitch,"$50,605,163","$42,071,069",16.9%,"$8,534,094"
99,Capote,"$49,327,405","$28,750,530",41.7%,"$20,576,875"
100,Broken Flowers,"$47,329,961","$13,744,960",71%,"$33,585,001"
101,The Wedding Date,"$47,096,206","$31,726,995",32.6%,"$15,369,211"
102,Land of the Dead,"$47,074,133","$20,700,082",56%,"$26,374,051"
103,Get Rich or Die Tryin',"$46,563,961","$30,985,352",33.5%,"$15,578,609"
104,The Fog,"$46,201,432","$29,550,869",36%,"$16,650,563"
105,Into the Blue,"$46,117,696","$18,801,234",59.2%,"$27,316,462"
106,Deuce Bigalow: European Gigolo,"$45,109,561","$22,400,154",50.3%,"$22,709,407"
107,Dark Water 2005 Re-release,"$44,347,079","$25,473,352",42.6%,"$18,873,727"
108,A Lot Like Love,"$42,886,719","$21,845,719",49.1%,"$21,041,000"
109,Oliver Twist,"$42,580,321","$2,080,321",95.1%,"$40,500,000"
110,The Sisterhood of the Traveling Pants,"$42,013,878","$39,053,061",7%,"$2,960,817"
111,Serenity,"$40,445,129","$25,514,517",36.9%,"$14,930,612"
112,The Ringer,"$40,442,443","$35,428,675",12.4%,"$5,013,768"
113,Magnificent Desolation: Walking on the Moon,"$40,339,402","$34,137,524",15.4%,"$6,201,878"
114,Otoko-tachi no Yamato,"$39,287,114",-,100%,"$39,287,114"
115,Dreamer,"$38,741,732","$32,751,093",15.5%,"$5,990,639"
116,Always: Sunset on Third Street,"$38,573,583",-,100%,"$38,573,583"
117,The Producers,"$38,075,318","$19,398,532",49.1%,"$18,676,786"
118,Casanova,"$37,691,644","$11,304,403",70%,"$26,387,241"
119,Beauty Shop,"$37,245,453","$36,351,350",2.4%,"$894,103"
120,Pokémon: Lucario and the Mystery of Mew,"$37,228,626",-,100%,"$37,228,626"
121,Negotiator: Mashita Masayoshi,"$36,733,286",-,100%,"$36,733,286"
122,Assault on Precinct 13,"$35,294,470","$20,040,895",43.2%,"$15,253,575"
123,Nana,"$34,671,042",-,100%,"$34,671,042"
124,Wild Safari - A South African Adventure,"$34,257,135","$16,621,530",51.5%,"$17,635,605"
125,Bad News Bears,"$34,252,847","$32,868,349",4%,"$1,384,498"
126,Because of Winn-Dixie,"$33,589,427","$32,647,042",2.8%,"$942,385"
127,The Cave,"$33,296,457","$15,007,991",54.9%,"$18,288,466"
128,Marathon,"$33,284,089",-,100%,"$33,284,089"
129,The Brice Man,"$33,026,616",-,100%,"$33,026,616"
130,Cry Wolf,"$32,586,408","$10,047,674",69.2%,"$22,538,734"
131,The Suspect: Muroi Shinji,"$32,104,229",-,100%,"$32,104,229"
132,Marrying the Mafia 2: Enemy-in-Law,"$31,835,989",-,100%,"$31,835,989"
133,Welcome to Dongmakgol,"$31,787,130",-,100%,"$31,787,130"
134,Rent,"$31,670,620","$29,077,547",8.2%,"$2,593,073"
135,The New World 2005 Re-release,"$31,510,855","$12,712,093",59.7%,"$18,798,762"
136,Train Man,"$31,090,100",-,100%,"$31,090,100"
137,The Promise,"$30,925,693","$669,625",97.8%,"$30,256,068"
138,Wolf Creek,"$30,762,648","$16,188,180",47.4%,"$14,574,468"
139,Two for the Money,"$30,526,509","$22,991,379",24.7%,"$7,535,130"
140,Cursed,"$29,621,722","$19,297,522",34.9%,"$10,324,200"
141,The Upside of Anger,"$28,237,488","$18,761,993",33.6%,"$9,475,495"
142,Mrs. Henderson Presents,"$27,876,417","$11,036,366",60.4%,"$16,840,051"
143,Ice Princess,"$27,645,491","$24,402,491",11.7%,"$3,243,000"
144,Goal! The Dream Begins,"$27,610,873","$4,283,255",84.5%,"$23,327,618"
145,The Protector,"$27,165,581","$12,044,087",55.7%,"$15,121,494"
146,Doogal,"$26,711,924","$7,438,000",72.2%,"$19,273,924"
147,Typhoon,"$26,179,656","$139,059",99.5%,"$26,040,597"
148,9th Company,"$26,146,165",-,100%,"$26,146,165"
149,Natale a Miami,"$25,643,184",-,100%,"$25,643,184"
150,The Tiger and the Snow,"$25,460,023","$10,167",100%,"$25,449,856"
151,North Country,"$25,211,175","$18,337,722",27.3%,"$6,873,453"
152,April Snow,"$24,873,159",-,100%,"$24,873,159"
153,I Love You in Every Language in the World,"$23,941,317",-,100%,"$23,941,317"
154,Lady Vengeance,"$23,834,149","$211,667",99.1%,"$23,622,482"
155,Russian Dolls,"$23,727,301","$326,095",98.6%,"$23,401,206"
156,Hustle & Flow,"$23,563,727","$22,202,809",5.8%,"$1,360,918"
157,Another Public Enemy,"$23,248,003",-,100%,"$23,248,003"
158,Domino,"$22,944,502","$10,169,202",55.7%,"$12,775,300"
159,The White Massai,"$22,632,255",-,100%,"$22,632,255"
160,Manual of Love,"$22,079,820",-,100%,"$22,079,820"
161,Torrente 3: El protector,"$21,762,391",-,100%,"$21,762,391"
162,Man of the House,"$21,577,624","$19,699,706",8.7%,"$1,877,918"
163,Year One in the North,"$21,360,942",-,100%,"$21,360,942"
164,The Jacket,"$21,126,225","$6,303,762",70.2%,"$14,822,463"
165,The Devil's Rejects,"$20,901,859","$17,044,981",18.5%,"$3,856,878"
166,A Moment to Remember,"$20,865,847",-,100%,"$20,865,847"
167,Lorelei: The Witch of the Pacific Ocean,"$19,806,585",-,100%,"$19,806,585"
168,The Perfect Man,"$19,770,475","$16,535,005",16.4%,"$3,235,470"
169,Mapado,"$19,286,223",-,100%,"$19,286,223"
170,The Weather Man,"$19,126,398","$12,482,775",34.7%,"$6,643,623"
171,Iznogoud- Caliph Instead of the Caliph,"$18,725,588",-,100%,"$18,725,588"
172,Detective Conan: Strategy Above the Depths,"$18,723,952",-,100%,"$18,723,952"
173,Waiting...,"$18,637,690","$16,124,543",13.5%,"$2,513,147"
174,An Unfinished Life,"$18,618,284","$8,586,392",53.9%,"$10,031,892"
175,My Father and My Son,"$18,612,999",-,100%,"$18,612,999"
176,Keeping Mum,"$18,575,768","$1,619,466",91.3%,"$16,956,302"
177,Turetskiy gambit,"$18,520,000",-,100%,"$18,520,000"
178,As It Is in Heaven,"$18,318,233",-,100%,"$18,318,233"
179,The World's Fastest Indian,"$18,297,690","$5,128,124",72%,"$13,169,566"
180,Night Watch 2005 Re-release,"$17,939,389","$1,502,188",91.6%,"$16,437,201"
181,Joyeux Noel,"$17,709,155","$1,054,361",94%,"$16,654,794"
182,You Are My Sunshine,"$17,650,142",-,100%,"$17,650,142"
183,Palais royal!,"$17,612,135",-,100%,"$17,612,135"
184,Roll Bounce,"$17,500,866","$17,380,866",0.7%,"$120,000"
185,Rebound,"$17,492,014","$16,809,014",3.9%,"$683,000"
186,Stormy Night,"$17,379,776",-,100%,"$17,379,776"
187,The Matador,"$17,347,231","$12,594,698",27.4%,"$4,752,533"
188,Aegis,"$16,869,261",-,100%,"$16,869,261"
189,Caché (Hidden),"$16,197,824","$3,647,381",77.5%,"$12,550,443"
190,The Great Yokai War,"$15,787,492",-,100%,"$15,787,492"
191,Kiss Kiss Bang Bang,"$15,785,148","$4,243,756",73.1%,"$11,541,392"
192,The Gospel,"$15,778,152","$15,778,152",-,-
193,Two Sons of Francisco,"$15,508,288",-,100%,"$15,508,288"
194,The Greatest Game Ever Played,"$15,431,177","$15,337,393",0.6%,"$93,784"
195,Transamerica,"$15,151,744","$9,015,303",40.5%,"$6,136,441"
196,"Murder, Take One","$14,915,208",-,100%,"$14,915,208"
197,Most Beautiful Week in My Life,"$14,765,033",-,100%,"$14,765,033"
198,Samurai Commando Mission 1549,"$14,648,713",-,100%,"$14,648,713"
199,Blood Rain,"$14,270,938",-,100%,"$14,270,938"
200,Proof,"$14,189,860","$7,535,331",46.9%,"$6,654,529"
