Rank,Release Group,Worldwide,Domestic,%,Foreign
28,The League of Extraordinary Gentlemen,"$179,265,204","$66,465,204",62.9%,"$112,800,000"
29,Daredevil,"$179,179,718","$102,543,518",42.8%,"$76,636,200"
30,How to Lose a Guy in 10 Days,"$177,502,387","$105,813,373",40.4%,"$71,689,014"
31,The Italian Job,"$176,070,171","$106,128,601",39.7%,"$69,941,570"
32,Cold Mountain,"$173,013,509","$95,636,509",44.7%,"$77,377,000"
33,Bringing Down the House,"$164,729,679","$132,716,677",19.4%,"$32,013,002"
34,Daddy Day Care,"$164,433,867","$104,297,061",36.6%,"$60,136,806"
35,Freaky Friday,"$160,846,332","$110,230,332",31.5%,"$50,616,000"
36,Johnny English,"$160,466,000","$28,082,366",82.5%,"$132,383,634"
37,Lara Croft Tomb Raider: The Cradle of Life,"$160,099,222","$65,660,196",59%,"$94,439,026"
38,Mystic River,"$156,595,191","$90,135,191",42.4%,"$66,460,000"
39,Bayside Shakedown 2,"$155,138,312",-,100%,"$155,138,312"
40,Seabiscuit,"$148,336,445","$120,277,854",18.9%,"$28,058,591"
41,Gothika,"$141,591,324","$59,694,580",57.8%,"$81,896,744"
42,Mona Lisa Smile,"$141,337,989","$63,860,942",54.8%,"$77,477,047"
43,The Jungle Book 2,"$135,703,599","$47,901,582",64.7%,"$87,802,017"
44,The Cat in the Hat,"$133,960,541","$101,149,285",24.5%,"$32,811,256"
45,School of Rock,"$131,095,614","$81,261,177",38%,"$49,834,437"
46,"Legally Blonde 2: Red, White & Blonde","$124,914,842","$90,186,328",27.8%,"$34,728,514"
47,Big Fish,"$123,218,424","$66,809,693",45.8%,"$56,408,731"
48,Peter Pan,"$121,975,011","$48,462,608",60.3%,"$73,512,403"
49,Intolerable Cruelty,"$120,801,243","$35,327,628",70.8%,"$85,473,615"
50,Lost in Translation,"$118,685,453","$44,585,453",62.4%,"$74,100,000"
51,Paycheck,"$117,248,958","$53,790,451",54.1%,"$63,458,507"
52,Freddy vs. Jason,"$116,632,628","$82,622,655",29.2%,"$34,009,973"
53,The Texas Chainsaw Massacre,"$107,071,655","$80,571,655",24.7%,"$26,500,000"
54,Just Married,"$101,564,935","$56,127,162",44.7%,"$45,437,773"
55,The Recruit,"$101,191,884","$52,802,140",47.8%,"$48,389,744"
56,Once Upon a Time in Mexico,"$98,096,026","$56,359,780",42.5%,"$41,736,246"
57,Phone Booth,"$97,837,138","$46,566,212",52.4%,"$51,270,926"
58,Underworld,"$95,708,457","$51,970,690",45.7%,"$43,737,767"
59,Calendar Girls,"$93,400,759","$31,041,759",66.8%,"$62,359,000"
60,Final Destination 2,"$90,941,129","$46,961,214",48.4%,"$43,979,915"
61,Identity,"$90,259,536","$52,159,536",42.2%,"$38,100,000"
62,Kangaroo Jack,"$88,929,111","$66,934,963",24.7%,"$21,994,148"
63,Shanghai Knights,"$88,323,487","$60,476,872",31.5%,"$27,846,615"
64,Old School,"$87,135,520","$75,585,093",13.3%,"$11,550,427"
65,Tears of the Sun,"$86,468,162","$43,734,876",49.4%,"$42,733,286"
66,Sinbad: Legend of the Seven Seas,"$80,773,077","$26,483,452",67.2%,"$54,289,625"
67,The Rundown,"$80,657,921","$47,726,342",40.8%,"$32,931,579"
68,Runaway Jury,"$80,154,140","$49,443,628",38.3%,"$30,710,512"
69,Good Bye Lenin!,"$79,316,957","$4,064,200",94.9%,"$75,252,757"
70,Bad Santa,"$76,488,889","$60,060,328",21.5%,"$16,428,561"
71,Dreamcatcher,"$75,715,436","$33,715,436",55.5%,"$42,000,000"
72,The Core,"$73,498,611","$31,186,896",57.6%,"$42,311,715"
73,Holes,"$71,406,573","$67,406,573",5.6%,"$4,000,000"
74,Looney Tunes: Back in Action,"$68,514,844","$20,991,364",69.4%,"$47,523,480"
75,Open Range,"$68,296,293","$58,331,254",14.6%,"$9,965,039"
76,Stuck on You,"$65,784,503","$33,832,741",48.6%,"$31,951,762"
77,Matchstick Men,"$65,565,672","$36,906,460",43.7%,"$28,659,212"
78,Taxi 3,"$65,497,208","$497,208",99.2%,"$65,000,000"
79,Jeepers Creepers 2,"$63,102,666","$35,667,218",43.5%,"$27,435,448"
80,Piglet's Big Movie,"$62,870,546","$23,103,423",63.3%,"$39,767,123"
81,Honey,"$62,228,395","$30,308,417",51.3%,"$31,919,978"
82,21 Grams,"$60,427,839","$16,290,476",73%,"$44,137,363"
83,Under the Tuscan Sun,"$58,878,723","$43,610,723",25.9%,"$15,268,000"
84,Agent Cody Banks,"$58,795,814","$47,938,330",18.5%,"$10,857,484"
85,Monster,"$58,469,210","$34,469,210",41%,"$24,000,000"
86,Cradle 2 the Grave,"$56,489,558","$34,712,347",38.6%,"$21,777,211"
87,The Lizzie McGuire Movie,"$55,534,455","$42,734,455",23%,"$12,800,000"
88,Out of Time,"$55,495,563","$41,088,845",26%,"$14,406,718"
89,Rugrats Go Wild,"$55,250,496","$39,402,572",28.7%,"$15,847,924"
90,Radio,"$53,293,628","$52,333,738",1.8%,"$959,890"
91,Hollywood Homicide,"$51,142,659","$30,940,691",39.5%,"$20,201,968"
92,What a Girl Wants,"$50,732,139","$36,105,433",28.8%,"$14,626,706"
93,The Jungle Book 2 2003 Re-release,"$50,600,160",-,100%,"$50,600,160"
94,National Security,"$50,097,949","$36,381,186",27.4%,"$13,716,763"
95,Secondhand Lions,"$48,249,017","$42,070,939",12.8%,"$6,178,078"
96,Darkness Falls,"$47,488,536","$32,551,396",31.5%,"$14,937,140"
97,Torque,"$46,546,197","$21,215,059",54.4%,"$25,331,138"
98,The Hunted,"$46,061,847","$34,244,097",25.7%,"$11,817,750"
99,Good Boy,"$45,312,217","$37,667,746",16.9%,"$7,644,471"
100,Uptown Girls,"$44,617,342","$37,182,494",16.7%,"$7,434,848"
101,A Man Apart,"$44,350,926","$26,736,098",39.7%,"$17,614,828"
102,Timeline,"$43,935,763","$19,481,943",55.7%,"$24,453,820"
103,Basic,"$42,792,561","$26,793,311",37.4%,"$15,999,250"
104,Whale Rider,"$41,062,976","$20,779,666",49.4%,"$20,283,310"
105,Down with Love,"$39,468,111","$20,305,251",48.6%,"$19,162,860"
106,Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515","$26,276,465",33.1%,"$12,991,050"
107,The Life of David Gale,"$38,955,598","$19,955,598",48.8%,"$19,000,000"
108,Head of State,"$38,620,484","$38,125,247",1.3%,"$495,237"
109,The Missing,"$38,364,277","$27,011,180",29.6%,"$11,353,097"
110,Bulletproof Monk,"$37,713,879","$23,358,708",38.1%,"$14,355,171"
111,Malibu's Most Wanted,"$34,622,504","$34,432,201",0.5%,"$190,303"
112,The Medallion,"$34,268,701","$22,219,192",35.2%,"$12,049,509"
113,The Fighting Temptations,"$33,972,062","$30,250,745",11%,"$3,721,317"
114,Pokémon: Jirachi - Wish Maker,"$33,393,751",-,100%,"$33,393,751"
115,Girl with a Pearl Earring,"$33,030,115","$11,670,971",64.7%,"$21,359,144"
116,Suddenly Paradise,"$31,679,869",-,100%,"$31,679,869"
117,The Blind Swordsman: Zatoichi,"$31,167,430",-,100%,"$31,167,430"
118,Cabin Fever,"$30,553,394","$21,158,188",30.8%,"$9,395,206"
119,Laws of Attraction,"$30,031,874","$17,871,255",40.5%,"$12,160,619"
120,Luther,"$29,413,900","$5,791,328",80.3%,"$23,622,572"
121,Bugs!,"$29,388,999","$19,063,544",35.1%,"$10,325,455"
122,Cold Creek Manor,"$29,119,434","$21,386,011",26.6%,"$7,733,423"
123,Wrong Turn,"$28,650,575","$15,418,790",46.2%,"$13,231,785"
124,Ruby & Quentin,"$27,720,972","$312,824",98.9%,"$27,408,148"
125,The In-Laws,"$26,891,849","$20,453,431",23.9%,"$6,438,418"
126,In America,"$25,382,911","$15,539,656",38.8%,"$9,843,255"
127,The Miracle of Bern,"$24,816,394",-,100%,"$24,816,394"
128,Detective Conan: Crossroad in the Ancient Capital,"$24,342,320",-,100%,"$24,342,320"
129,Mortadelo & Filemon: The Big Adventure,"$23,920,411",-,100%,"$23,920,411"
130,Dickie Roberts: Former Child Star,"$23,769,505","$22,738,671",4.3%,"$1,030,834"
131,In the Cut,"$23,726,793","$4,750,602",80%,"$18,976,191"
132,Biker Boyz,"$23,510,621","$22,076,772",6.1%,"$1,433,849"
133,Yomigaeri,"$23,259,542",-,100%,"$23,259,542"
134,Confidence,"$23,014,206","$12,251,640",46.8%,"$10,762,566"
135,The Human Stain,"$22,954,068","$5,381,908",76.6%,"$17,572,160"
136,Swimming Pool,"$22,441,497","$10,130,108",54.9%,"$12,311,389"
137,Chouchou,"$22,288,364",-,100%,"$22,288,364"
138,Ghosts of the Abyss,"$22,141,539","$17,040,871",23%,"$5,100,668"
139,Love Don't Cost a Thing,"$21,964,072","$21,924,226",0.2%,"$39,846"
140,The Barbarian Invasions 2003 Re-release,"$21,815,430","$3,435,749",84.3%,"$18,379,681"
141,Doraemon: Nobita and the Wind Wizard,"$20,428,491",-,100%,"$20,428,491"
142,Ong-Bak: The Thai Warrior,"$20,235,426","$4,563,167",77.4%,"$15,672,259"
143,View from the Top,"$19,526,014","$15,614,000",20%,"$3,912,014"
144,Duplex,"$19,322,135","$9,692,135",49.8%,"$9,630,000"
145,Deep Blue,"$19,288,261","$132,261",99.3%,"$19,156,000"
146,A Mighty Wind,"$18,750,246","$17,781,006",5.2%,"$969,240"
147,My Boss's Daughter,"$18,191,005","$15,550,605",14.5%,"$2,640,400"
148,My Tutor Friend,"$17,896,209",-,100%,"$17,896,209"
149,The New World,"$17,823,920",-,100%,"$17,823,920"
150,Deliver Us from Eva,"$17,573,594","$17,573,594",-,-
151,A Guy Thing,"$17,432,163","$15,545,431",10.8%,"$1,886,732"
152,Would I Lie to You? 2,"$17,317,084",-,100%,"$17,317,084"
153,House of 1000 Corpses,"$16,829,545","$12,634,962",24.9%,"$4,194,583"
154,House of Sand and Fog,"$16,763,804","$13,040,288",22.2%,"$3,723,516"
155,Dogville,"$16,680,836","$1,535,286",90.8%,"$15,145,550"
156,Facing Windows,"$15,530,077","$543,354",96.5%,"$14,986,723"
157,Zelary,"$15,461,305","$330,033",97.9%,"$15,131,272"
158,Alex & Emma,"$15,368,897","$14,218,698",7.5%,"$1,150,199"
159,The Dreamers,"$15,121,165","$2,532,228",83.3%,"$12,588,937"
160,Oldboy,"$14,980,005","$707,481",95.3%,"$14,272,524"
161,Battle Royale II,"$14,899,584",-,100%,"$14,899,584"
162,One Piece: Dead End Adventure,"$14,817,006",-,100%,"$14,817,006"
163,The Triplets of Belleville,"$14,776,760","$7,007,149",52.6%,"$7,769,611"
164,Together with You,"$14,687,167","$1,151,941",92.2%,"$13,535,226"
165,How to Deal,"$14,390,329","$14,195,227",1.4%,"$195,102"
166,Football Days,"$14,117,202",-,100%,"$14,117,202"
167,Touching the Void,"$13,885,802","$4,593,598",66.9%,"$9,292,204"
168,House of the Dead,"$13,818,181","$10,249,719",25.8%,"$3,568,462"
169,Anything Else,"$13,585,075","$3,212,310",76.4%,"$10,372,765"
170,Kal Ho Naa Ho,"$13,200,241","$1,991,922",84.9%,"$11,208,319"
171,The Barbarian Invasions,"$13,065,317","$5,109,226",60.9%,"$7,956,091"
172,Onmyoji 2,"$13,022,862",-,100%,"$13,022,862"
173,The Divorce,"$12,991,996","$9,081,057",30.1%,"$3,910,939"
174,Gods and Generals,"$12,923,936","$12,882,934",0.3%,"$41,002"
175,"Remember Me, My Love","$12,671,306","$227,986",98.2%,"$12,443,320"
176,Chasing Papi,"$12,661,189","$6,130,049",51.6%,"$6,531,140"
177,Winged Migration 2003 Re-release,"$12,634,963","$10,764,402",14.8%,"$1,870,561"
178,Seducing Doctor Lewis,"$12,504,038","$9,354,342",25.2%,"$3,149,696"
179,Monsieur Ibrahim,"$12,364,836","$2,823,890",77.2%,"$9,540,946"
180,Koi... Mil Gaya,"$12,168,232","$671,372",94.5%,"$11,496,860"
181,Dark Blue,"$12,150,301","$9,250,301",23.9%,"$2,900,000"
182,Beyond Borders,"$11,705,002","$4,430,101",62.2%,"$7,274,901"
183,The Dope,"$11,289,473",-,100%,"$11,289,473"
184,Kamen Rider 555: Paradise Lost,"$11,067,556",-,100%,"$11,067,556"
185,Godzilla: Tokyo S.O.S.,"$10,724,345",-,100%,"$10,724,345"
186,The Cooler,"$10,464,788","$8,291,572",20.8%,"$2,173,216"
187,A Touch of Spice,"$10,395,779",-,100%,"$10,395,779"
188,Thirteen,"$10,128,960","$4,601,043",54.6%,"$5,527,917"
189,Kisarazu Cat's Eye: Nihon Series,"$10,029,866",-,100%,"$10,029,866"
190,Elephant,"$10,012,022","$1,266,955",87.3%,"$8,745,067"
191,Shin Chan: The Adult Empire Strikes Back,"$9,851,449",-,100%,"$9,851,449"
192,My Life Without Me,"$9,726,954","$400,948",95.9%,"$9,326,006"
193,The Young Black Stallion,"$9,638,389","$6,751,389",30%,"$2,887,000"
194,Married for 7 Years,"$9,545,175",-,100%,"$9,545,175"
195,Veronica Guerin,"$9,439,660","$1,571,504",83.4%,"$7,868,156"
196,The Flying Classroom,"$9,378,807",-,100%,"$9,378,807"
197,"Spring, Summer, Fall, Winter... and Spring","$8,944,914","$2,380,788",73.4%,"$6,564,126"
198,Après Vous,"$8,852,763","$830,292",90.6%,"$8,022,471"
199,18 Years Later,"$8,785,730","$25,611",99.7%,"$8,760,119"
200,Le coeur des hommes,"$8,755,325",-,100%,"$8,755,325"
