Rank,Release Group,Worldwide,Domestic,%,Foreign
60,"O Brother, Where Art Thou?","$71,868,327 ","$45,512,588 ",36.70%,"$26,355,739 "
61,Rules of Engagement,"$71,732,303 ","$61,335,230 ",14.50%,"$10,397,073 "
62,Frequency,"$68,106,245 ","$45,010,278 ",33.90%,"$23,095,967 "
63,Thirteen Days,"$66,579,890 ","$34,592,089 ",48%,"$31,987,801 "
64,Proof of Life,"$62,761,005 ","$32,598,931 ",48.10%,"$30,162,074 "
65,Snow Day,"$62,464,731 ","$60,020,107 ",3.90%,"$2,444,624 "
66,28 Days,"$62,198,945 ","$37,170,488 ",40.20%,"$25,028,457 "
67,Taxi 2,"$60,726,164 ","$626,164 ",99%,"$60,100,000 "
68,Keeping the Faith,"$59,945,183 ","$37,047,880 ",38.20%,"$22,897,303 "
69,Next Friday,"$59,827,328 ","$57,328,603 ",4.20%,"$2,498,725 "
70,The Flintstones in Viva Rock Vegas,"$59,468,275 ","$35,268,275 ",40.70%,"$24,200,000 "
71,Little Nicky,"$58,292,295 ","$39,464,775 ",32.30%,"$18,827,520 "
72,Pay It Forward,"$55,707,411 ","$33,519,628 ",39.80%,"$22,187,783 "
73,Bounce,"$53,425,292 ","$36,805,288 ",31.10%,"$16,620,004 "
74,Pitch Black,"$53,187,659 ","$39,240,659 ",26.20%,"$13,947,000 "
75,Hanging Up,"$51,880,044 ","$36,050,230 ",30.50%,"$15,829,814 "
76,The Skulls,"$50,802,120 ","$35,046,120 ",31%,"$15,756,000 "
77,The Replacements,"$50,054,511 ","$44,737,059 ",10.60%,"$5,317,452 "
78,Book of Shadows: Blair Witch 2,"$47,737,094 ","$26,437,094 ",44.60%,"$21,300,000 "
79,Almost Famous,"$47,383,689 ","$32,534,850 ",31.30%,"$14,848,839 "
80,The Watcher,"$47,267,829 ","$28,946,615 ",38.80%,"$18,321,214 "
81,High Fidelity,"$47,126,295 ","$27,287,137 ",42.10%,"$19,839,158 "
82,Dracula 2000,"$47,053,625 ","$33,022,767 ",29.80%,"$14,030,858 "
83,The Gift,"$44,567,606 ","$12,008,642 ",73.10%,"$32,558,964 "
84,Where the Heart Is,"$40,863,718 ","$33,772,838 ",17.40%,"$7,090,880 "
85,Bless the Child,"$40,443,010 ","$29,381,494 ",27.40%,"$11,061,516 "
86,The Art of War,"$40,400,425 ","$30,208,599 ",25.20%,"$10,191,826 "
87,Dancer in the Dark,"$40,031,879 ","$4,184,036 ",89.50%,"$35,847,843 "
88,The Legend of Bagger Vance,"$39,459,427 ","$30,919,168 ",21.60%,"$8,540,259 "
89,Urban Legends: Final Cut,"$38,574,362 ","$21,468,807 ",44.30%,"$17,105,555 "
90,The Original Kings of Comedy,"$38,182,790 ","$38,182,790 ",-,-
91,Titan A.E.,"$36,754,634 ","$22,753,426 ",38.10%,"$14,001,208 "
92,Return to Me,"$36,609,995 ","$32,722,798 ",10.60%,"$3,887,197 "
93,My Dog Skip,"$35,547,761 ","$34,134,641 ",4%,"$1,413,120 "
94,The Adventures of Rocky & Bullwinkle,"$35,134,820 ","$26,005,820 ",26%,"$9,129,000 "
95,American Psycho,"$34,266,564 ","$15,070,285 ",56%,"$19,196,279 "
96,Dungeons & Dragons,"$33,978,694 ","$15,391,970 ",54.70%,"$18,586,724 "
97,Red Planet,"$33,463,969 ","$17,480,890 ",47.80%,"$15,983,079 "
98,Wonder Boys,"$33,426,588 ","$19,393,557 ",42%,"$14,033,031 "
99,Reindeer Games,"$32,168,970 ","$23,368,995 ",27.40%,"$8,799,975 "
100,Lost Souls,"$31,355,910 ","$16,815,253 ",46.40%,"$14,540,657 "
101,Small Time Crooks,"$29,934,477 ","$17,266,359 ",42.30%,"$12,668,118 "
102,Battlefield Earth,"$29,725,663 ","$21,471,685 ",27.80%,"$8,253,978 "
103,Nurse Betty,"$29,360,400 ","$25,170,054 ",14.30%,"$4,190,346 "
104,Boiler Room,"$28,780,255 ","$16,970,581 ",41%,"$11,809,674 "
105,The Little Vampire,"$27,965,865 ","$13,572,400 ",51.50%,"$14,393,465 "
106,Love & Basketball,"$27,728,118 ","$27,459,615 ",1%,"$268,503 "
107,Cirque du Soleil: Journey of Man,"$27,538,359 ","$15,627,434 ",43.30%,"$11,910,925 "
108,Center Stage,"$26,385,941 ","$17,200,925 ",34.80%,"$9,185,016 "
109,Saving Grace,"$26,330,482 ","$12,178,602 ",53.70%,"$14,151,880 "
110,Boys and Girls,"$25,850,615 ","$21,799,652 ",15.70%,"$4,050,963 "
111,Down to You,"$24,419,914 ","$20,069,008 ",17.80%,"$4,350,906 "
112,The Next Best Thing,"$24,362,772 ","$14,990,582 ",38.50%,"$9,372,190 "
113,Dr. T & the Women,"$22,844,291 ","$13,113,041 ",42.60%,"$9,731,250 "
114,The Contender,"$22,361,811 ","$17,872,723 ",20.10%,"$4,489,088 "
115,Michael Jordan to the Max,"$21,268,532 ","$18,650,521 ",12.30%,"$2,618,011 "
116,Best in Show,"$20,789,556 ","$18,715,392 ",10%,"$2,074,164 "
117,Thomas and the Magic Railroad,"$19,748,009 ","$15,933,506 ",19.30%,"$3,814,503 "
118,Get Carter,"$19,412,993 ","$14,967,182 ",22.90%,"$4,445,811 "
119,The Ninth Gate,"$18,661,336 ","$18,661,336 ",-,-
120,Loser,"$18,404,706 ","$15,618,626 ",15.10%,"$2,786,080 "
121,All the Pretty Horses,"$18,133,495 ","$15,540,353 ",14.30%,"$2,593,142 "
122,Quills,"$17,989,227 ","$7,065,332 ",60.70%,"$10,923,895 "
123,CyberWorld,"$16,653,900 ","$11,253,900 ",32.40%,"$5,400,000 "
124,Digimon: The Movie,"$16,643,191 ","$9,631,153 ",42.10%,"$7,012,038 "
125,The Dish,"$16,575,074 ","$2,552,992 ",84.60%,"$14,022,082 "
126,Italian for Beginners,"$16,349,568 ","$4,544,753 ",72.20%,"$11,804,815 "
127,Drowning Mona,"$15,906,764 ","$15,506,764 ",2.50%,"$400,000 "
128,Highlander: Endgame,"$15,843,608 ","$12,811,858 ",19.10%,"$3,031,750 "
129,Bait,"$15,471,969 ","$15,325,127 ",0.90%,"$146,842 "
130,Supernova,"$14,828,081 ","$14,230,455 ",4%,"$597,626 "
131,Malena,"$14,493,284 ","$3,448,233 ",76.20%,"$11,045,051 "
132,I Dreamed of Africa,"$14,400,327 ","$6,651,522 ",53.80%,"$7,748,805 "
133,What Planet Are You From?,"$14,145,677 ","$6,291,602 ",55.50%,"$7,854,075 "
134,The Ladies Man,"$13,743,212 ","$13,616,610 ",0.90%,"$126,602 "
135,Solarmax,"$13,400,161 ","$13,400,161 ",-,-
136,The Crew,"$13,105,853 ","$13,023,075 ",0.60%,"$82,778 "
137,The Way of the Gun,"$13,069,740 ","$6,055,661 ",53.70%,"$7,014,079 "
138,In the Mood for Love,"$12,854,953 ","$2,738,980 ",78.70%,"$10,115,973 "
139,Gossip,"$12,591,270 ","$5,108,820 ",59.40%,"$7,482,450 "
140,Ready to Rumble,"$12,452,362 ","$12,394,327 ",0.50%,"$58,035 "
141,The Legend of Drunken Master,"$11,555,430 ","$11,555,430 ",-,-
142,You Can Count on Me,"$11,242,521 ","$9,416,804 ",16.20%,"$1,825,717 "
143,Shadow of the Vampire,"$11,155,214 ","$8,293,784 ",25.70%,"$2,861,430 "
144,Lucky Numbers,"$10,890,222 ","$10,042,516 ",7.80%,"$847,706 "
145,Here on Earth,"$10,873,148 ","$10,522,168 ",3.20%,"$350,980 "
146,Pollock,"$10,558,970 ","$8,598,593 ",18.60%,"$1,960,377 "
147,Anatomy,"$10,501,958 ","$9,660 ",99.90%,"$10,492,298 "
148,The Virgin Suicides,"$10,409,377 ","$4,906,229 ",52.90%,"$5,503,148 "
149,Woman on Top,"$10,194,274 ","$5,020,111 ",50.80%,"$5,174,163 "
150,Godzilla 2000: Millennium,"$10,037,390 ","$10,037,390 ",-,-
151,Whatever It Takes,"$9,902,115 ","$8,745,680 ",11.70%,"$1,156,435 "
152,3 Strikes,"$9,832,166 ","$9,832,166 ",-,-
153,Bread and Tulips,"$9,719,848 ","$5,318,679 ",45.30%,"$4,401,169 "
154,Ghost Dog: The Way of the Samurai,"$9,380,473 ","$3,308,029 ",64.70%,"$6,072,444 "
155,State and Main,"$9,206,279 ","$6,944,471 ",24.60%,"$2,261,808 "
156,Before Night Falls,"$8,527,517 ","$4,242,892 ",50.20%,"$4,284,625 "
157,Butterfly,"$7,733,894 ","$2,092,682 ",72.90%,"$5,641,212 "
158,Ants in the Pants,"$7,625,967 ",-,100%,"$7,625,967 "
159,Requiem for a Dream,"$7,390,108 ","$3,635,482 ",50.80%,"$3,754,626 "
160,Where the Money Is,"$7,243,669 ","$5,661,798 ",21.80%,"$1,581,871 "
161,Screwed,"$7,201,701 ","$7,027,345 ",2.40%,"$174,356 "
162,Widow of St Pierre,"$7,193,889 ","$3,193,889 ",55.60%,"$4,000,000 "
163,Croupier,"$7,075,068 ","$6,201,143 ",12.40%,"$873,925 "
164,Duets,"$6,620,242 ","$4,739,023 ",28.40%,"$1,881,219 "
165,Now or Never,"$5,995,963 ",-,100%,"$5,995,963 "
166,Black & White,"$5,541,431 ","$5,277,299 ",4.80%,"$264,132 "
167,The in Crowd,"$5,280,035 ","$5,280,035 ",-,-
168,The House of Mirth,"$5,164,404 ","$3,043,284 ",41.10%,"$2,121,120 "
169,Otto - Der Katastrofenfilm,"$5,058,355 ",-,100%,"$5,058,355 "
170,Whipped,"$4,775,009 ","$4,159,986 ",12.90%,"$615,023 "
171,Held Up,"$4,705,631 ","$4,705,631 ",-,-
172,The Jungle Book 2000 Re-release,"$4,466,472 ",-,100%,"$4,466,472 "
173,The Tao of Steve,"$4,406,030 ","$4,342,203 ",1.40%,"$63,827 "
174,Mohabbatein,"$4,279,351 ","$1,070,000 ",75%,"$3,209,351 "
175,East Is East,"$4,177,818 ","$4,177,818 ",-,-
176,Bossa Nova,"$4,069,261 ","$1,823,297 ",55.20%,"$2,245,964 "
177,Erkan & Stefan,"$4,026,949 ",-,100%,"$4,026,949 "
178,Pettson & Findus - Katten och gubbens år,"$3,920,489 ",-,100%,"$3,920,489 "
179,Up at the Villa,"$3,740,113 ","$2,933,161 ",21.60%,"$806,952 "
180,The Big Kahuna,"$3,728,888 ","$3,165,544 ",15.10%,"$563,344 "
181,Price of Glory,"$3,548,556 ","$3,440,228 ",3.10%,"$108,328 "
182,Gun Shy,"$3,221,280 ","$1,638,202 ",49.10%,"$1,583,078 "
183,Beautiful,"$3,169,930 ","$3,157,348 ",0.40%,"$12,582 "
184,Isn't She Great,"$3,003,296 ","$2,962,465 ",1.40%,"$40,831 "
185,No More School,"$2,870,533 ",-,100%,"$2,870,533 "
186,Flickering Lights,"$2,760,019 ",-,100%,"$2,760,019 "
187,The Color of Paradise,"$2,724,595 ","$1,817,216 ",33.30%,"$907,379 "
188,God's Army,"$2,637,726 ","$2,637,726 ",-,-
189,But I'm a Cheerleader,"$2,595,216 ","$2,205,627 ",15%,"$389,589 "
190,Bamboozled,"$2,463,650 ","$2,274,979 ",7.70%,"$188,671 "
191,East/West,"$2,321,029 ","$2,321,029 ",-,-
192,Shower,"$2,150,929 ","$1,157,764 ",46.20%,"$993,165 "
193,Left Luggage,"$2,111,280 ","$1,069,540 ",49.30%,"$1,041,740 "
194,Blood Simple 2000 Re-release,"$2,068,701 ","$1,701,855 ",17.70%,"$366,846 "
195,Marlene,"$2,061,924 ",-,100%,"$2,061,924 "
196,Hamlet,"$2,046,433 ","$1,577,287 ",22.90%,"$469,146 "
197,The Broken Hearts Club: A Romantic Comedy,"$2,019,121 ","$1,746,585 ",13.50%,"$272,536 "
198,Cecil B. Demented,"$1,961,544 ","$1,284,646 ",34.50%,"$676,898 "
199,The Life and Times of Hank Greenberg,"$1,712,385 ","$1,712,385 ",-,-
200,The Girl on the Bridge,"$1,708,839 ","$1,708,839 ",-,-
