Rank,Release Group,Worldwide,Domestic,%,Foreign
28,Cloudy with a Chance of Meatballs 2,"$274,325,949","$119,793,567",56.3%,"$154,532,382"
29,Epic,"$268,426,634","$107,518,682",59.9%,"$160,907,952"
30,The Lone Ranger,"$260,502,115","$89,302,115",65.7%,"$171,200,000"
31,American Hustle,"$251,171,807","$150,117,807",40.2%,"$101,054,000"
32,Grown Ups 2,"$246,984,278","$133,668,525",45.9%,"$113,315,753"
33,After Earth,"$243,611,982","$60,522,097",75.2%,"$183,089,885"
34,Planes,"$239,258,712","$90,288,712",62.3%,"$148,970,000"
35,Hansel & Gretel: Witch Hunters,"$226,349,749","$55,703,475",75.4%,"$170,646,274"
36,Captain Phillips,"$218,791,811","$107,100,855",51%,"$111,690,956"
37,Journey to the West,"$205,637,183","$18,058",100%,"$205,619,125"
38,White House Down,"$205,366,737","$73,103,784",64.4%,"$132,262,953"
39,Percy Jackson: Sea of Monsters,"$199,850,315","$68,559,554",65.7%,"$131,290,761"
40,Jack the Giant Slayer,"$197,687,603","$65,187,603",67%,"$132,500,000"
41,The Secret Life of Walter Mitty,"$188,133,322","$58,236,838",69%,"$129,896,484"
42,12 Years a Slave,"$187,733,202","$56,671,993",69.8%,"$131,061,209"
43,Lee Daniels' The Butler,"$177,313,795","$116,632,095",34.2%,"$60,681,700"
44,Identity Thief,"$173,965,010","$134,506,920",22.7%,"$39,458,090"
45,Anchorman 2: The Legend Continues,"$171,464,676","$125,168,368",27%,"$46,296,308"
46,Olympus Has Fallen,"$170,270,201","$98,925,640",41.9%,"$71,344,561"
47,Insidious: Chapter 2,"$161,919,318","$83,586,447",48.4%,"$78,332,871"
48,Lone Survivor,"$154,802,912","$125,095,601",19.2%,"$29,707,311"
49,Bad Grandpa,"$151,826,547","$102,003,019",32.8%,"$49,823,528"
50,47 Ronin,"$151,783,839","$38,362,475",74.7%,"$113,421,364"
51,RED 2,"$148,075,565","$53,262,560",64%,"$94,813,005"
52,Mama,"$146,428,180","$71,628,180",51.1%,"$74,800,000"
53,Escape Plan,"$137,328,301","$25,135,965",81.7%,"$112,192,336"
54,2 Guns,"$131,940,411","$75,612,460",42.7%,"$56,327,951"
55,This Is the End,"$126,041,322","$101,470,202",19.5%,"$24,571,120"
56,Ender's Game,"$125,544,024","$61,737,191",50.8%,"$63,806,833"
57,Prisoners,"$122,126,687","$61,002,302",50%,"$61,124,385"
58,Jurassic Park 2013 Re-release,"$118,192,315","$45,385,935",61.6%,"$72,806,380"
59,Saving Mr. Banks,"$117,867,984","$83,301,580",29.3%,"$34,566,404"
60,Warm Bodies,"$116,980,662","$66,380,662",43.3%,"$50,600,000"
61,Personal Tailor,"$116,126,458","$375,892",99.7%,"$115,750,566"
62,So Young,"$114,926,694","$11,186",100%,"$114,915,508"
63,Free Birds,"$110,387,072","$55,750,480",49.5%,"$54,636,592"
64,Gangster Squad,"$105,200,903","$46,000,903",56.3%,"$59,200,000"
65,Instructions Not Included,"$100,486,616","$44,467,206",55.7%,"$56,019,410"
66,Philomena,"$100,129,872","$37,709,979",62.3%,"$62,419,893"
67,Blue Jasmine,"$99,104,804","$33,405,481",66.3%,"$65,699,323"
68,Young Detective Dee: Rise of the Sea Dragon,"$98,774,891","$87,783",99.9%,"$98,687,108"
69,Riddick,"$98,337,295","$42,025,135",57.3%,"$56,312,160"
70,Safe Haven,"$97,594,140","$71,349,120",26.9%,"$26,245,020"
71,Evil Dead,"$97,542,952","$54,239,856",44.4%,"$43,303,096"
72,42,"$97,470,701","$95,020,213",2.5%,"$2,450,488"
73,The Mortal Instruments: City of Bones,"$95,396,573","$31,165,421",67.3%,"$64,231,152"
74,Rush,"$95,224,595","$26,947,624",71.7%,"$68,276,971"
75,Police Story: Lockdown,"$94,249,025",-,100%,"$94,249,025"
76,The Internship,"$93,492,844","$44,672,764",52.2%,"$48,820,080"
77,The Purge,"$89,328,627","$64,473,115",27.8%,"$24,855,512"
78,Dhoom 3,"$88,031,955","$8,031,955",90.9%,"$80,000,000"
79,Pain & Gain,"$87,305,549","$49,875,291",42.9%,"$37,430,258"
80,About Time,"$87,100,449","$15,322,921",82.4%,"$71,777,528"
81,American Dreams in China,"$87,097,067",-,100%,"$87,097,067"
82,Snowpiercer,"$86,758,912","$4,563,650",94.7%,"$82,195,262"
83,Carrie,"$84,790,678","$35,266,619",58.4%,"$49,524,059"
84,Finding Mr. Right,"$84,112,033","$6,945",100%,"$84,105,088"
85,The Fighter Pilot,"$82,879,386",-,100%,"$82,879,386"
86,Miracle in Cell No. 7,"$82,101,723",-,100%,"$82,101,723"
87,The Attorney,"$78,547,586","$557,236",99.3%,"$77,990,350"
88,The Family,"$78,418,811","$36,918,811",52.9%,"$41,500,000"
89,Scary Movie V,"$78,378,744","$32,015,787",59.2%,"$46,362,957"
90,R.I.P.D.,"$78,324,220","$33,618,855",57.1%,"$44,705,365"
91,Tiny Times,"$77,717,014","$23,462",100%,"$77,693,552"
92,Suck Me Shakespeer,"$77,676,735",-,100%,"$77,676,735"
93,The Book Thief,"$76,586,316","$21,488,481",71.9%,"$55,097,835"
94,Escape from Planet Earth,"$74,597,643","$57,012,977",23.6%,"$17,584,666"
95,August: Osage County,"$74,188,937","$37,738,810",49.1%,"$36,450,127"
96,The Best Man Holiday,"$72,835,710","$70,525,195",3.2%,"$2,310,515"
97,The Counselor,"$71,009,334","$16,973,715",76.1%,"$54,035,619"
98,Sole a catinelle,"$69,903,094",-,100%,"$69,903,094"
99,The Call,"$68,572,631","$51,872,378",24.4%,"$16,700,253"
100,One Direction: This Is Us,"$68,532,898","$28,873,374",57.9%,"$39,659,524"
101,Stalingrad,"$68,316,452","$1,013,945",98.5%,"$67,302,507"
102,Thunder and the House of Magic,"$64,197,205","$4,091",100%,"$64,193,114"
103,The Grandmaster,"$64,076,736","$6,594,959",89.7%,"$57,481,777"
104,Side Effects,"$63,414,135","$32,172,757",49.3%,"$31,241,378"
105,The Host,"$63,365,859","$26,627,201",58%,"$36,738,658"
106,Runner Runner,"$62,675,095","$19,316,646",69.2%,"$43,358,449"
107,The Face Reader,"$61,559,184","$515,876",99.2%,"$61,043,308"
108,The Legend of Hercules,"$61,279,452","$18,848,538",69.2%,"$42,430,914"
109,Kick-Ass 2,"$60,795,985","$28,795,985",52.6%,"$32,000,000"
110,A Haunted House,"$60,159,584","$40,041,683",33.4%,"$20,117,901"
111,Beautiful Creatures,"$60,052,138","$19,452,138",67.6%,"$40,600,000"
112,Snitch,"$57,824,674","$42,930,462",25.8%,"$14,894,212"
113,The Physician,"$57,284,237",-,100%,"$57,284,237"
114,Firestorm,"$55,754,766",-,100%,"$55,754,766"
115,Dallas Buyers Club,"$55,736,588","$27,298,285",51%,"$28,438,303"
116,A Madea Christmas,"$53,396,635","$52,543,354",1.6%,"$853,281"
117,Temptation: Confessions of a Marriage Counselor,"$53,143,144","$51,975,354",2.2%,"$1,167,790"
118,Delivery Man,"$53,120,346","$30,664,106",42.3%,"$22,456,240"
119,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572","$944,193",98.2%,"$50,223,379"
120,Dragon Ball Z: Battle of Gods,"$50,461,371","$2,553,002",94.9%,"$47,908,369"
121,The Berlin File,"$48,972,848","$665,210",98.6%,"$48,307,638"
122,Her,"$48,517,427","$25,568,251",47.3%,"$22,949,176"
123,Homefront,"$48,449,416","$20,158,898",58.4%,"$28,290,518"
124,The Last Stand,"$48,330,757","$12,050,299",75.1%,"$36,280,458"
125,21 & Over,"$48,065,672","$25,682,380",46.6%,"$22,383,292"
126,Texas Chainsaw,"$47,340,586","$34,341,945",27.5%,"$12,998,641"
127,Tiny Times 2.0,"$47,289,937","$43,788",99.9%,"$47,246,149"
128,Switch,"$47,164,301",-,100%,"$47,164,301"
129,The Place Beyond the Pines,"$47,052,899","$21,403,519",54.5%,"$25,649,380"
130,Parker,"$46,922,566","$17,616,641",62.5%,"$29,305,925"
131,The Big Wedding,"$46,522,137","$21,819,348",53.1%,"$24,702,789"
132,Badges of Fury,"$46,495,296",-,100%,"$46,495,296"
133,The World's End,"$46,089,287","$26,004,851",43.6%,"$20,084,436"
134,Grudge Match,"$44,907,260","$29,807,260",33.6%,"$15,100,000"
135,The White Storm,"$44,670,277",-,100%,"$44,670,277"
136,Tarzan,"$44,095,996",-,100%,"$44,095,996"
137,Secretly Greatly,"$43,447,199",-,100%,"$43,447,199"
138,"The Chef, The Actor, The Scoundrel","$42,970,000",-,100%,"$42,970,000"
139,Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",-,100%,"$42,770,271"
140,Jobs,"$42,128,352","$16,131,410",61.7%,"$25,996,942"
141,No Man's Land,"$41,807,712",-,100%,"$41,807,712"
142,Lupin III vs. Detective Conan: The Movie,"$41,397,727",-,100%,"$41,397,727"
143,Yolki 3,"$40,267,368",-,100%,"$40,267,368"
144,Don Jon,"$39,439,355","$24,477,704",37.9%,"$14,961,651"
145,Antoine and Sebastian,"$38,719,881",-,100%,"$38,719,881"
146,Cold Eyes,"$37,795,598",-,100%,"$37,795,598"
147,"Like Father, Like Son","$37,170,163","$334,616",99.1%,"$36,835,547"
148,Detective Conan: Private Eye in the Distant Sea,"$36,324,232",-,100%,"$36,324,232"
149,Dügün Dernek,"$36,185,741",-,100%,"$36,185,741"
150,The Terror Live,"$35,659,824",-,100%,"$35,659,824"
151,Hide and Seek,"$35,461,505",-,100%,"$35,461,505"
152,Blind Detective,"$34,958,596",-,100%,"$34,958,596"
153,Broken City,"$34,737,199","$19,701,164",43.3%,"$15,036,035"
154,Inside Llewyn Davis,"$32,935,319","$13,235,319",59.8%,"$19,700,000"
155,Les profs,"$32,849,727",-,100%,"$32,849,727"
156,Mud,"$32,613,173","$21,590,086",33.8%,"$11,023,087"
157,Midsummer's Equation,"$32,514,549",-,100%,"$32,514,549"
158,Kevin Hart: Let Me Explain,"$32,318,051","$32,244,051",0.2%,"$74,000"
159,Pokémon,"$32,293,377",-,100%,"$32,293,377"
160,The After-Dinner Mysteries,"$32,160,741",-,100%,"$32,160,741"
161,Underdogs,"$31,775,719",-,100%,"$31,775,719"
162,Spring Breakers,"$31,724,284","$14,124,284",55.5%,"$17,600,000"
163,New World,"$31,670,607","$457,806",98.6%,"$31,212,801"
164,101 Proposals,"$31,283,838",-,100%,"$31,283,838"
165,A Wedding Invitation,"$30,665,036","$14,350",100%,"$30,650,686"
166,Silent Witness,"$29,315,945",-,100%,"$29,315,945"
167,Special ID,"$29,139,936","$12,666",100%,"$29,127,270"
168,Kokowääh 2,"$28,811,936",-,100%,"$28,811,936"
169,The Suspect,"$28,674,130","$218,693",99.2%,"$28,455,437"
170,The Four 2,"$28,599,970",-,100%,"$28,599,970"
171,The Kiyosu Conference,"$28,338,665",-,100%,"$28,338,665"
172,I Give It a Year,"$28,328,531","$34,657",99.9%,"$28,293,874"
173,Mandela: Long Walk to Freedom,"$27,985,788","$8,323,085",70.3%,"$19,662,703"
174,Dark Skies,"$27,858,103","$17,418,667",37.5%,"$10,439,436"
175,Nebraska,"$27,682,872","$17,654,912",36.2%,"$10,027,960"
176,The Incredible Burt Wonderstone,"$27,437,881","$22,537,881",17.9%,"$4,900,000"
177,Gorko!,"$27,369,902",-,100%,"$27,369,902"
178,Khumba,"$27,187,375","$1,029",100%,"$27,186,346"
179,You're Next,"$26,895,481","$18,494,006",31.2%,"$8,401,475"
180,Mr. Go,"$26,835,201",-,100%,"$26,835,201"
181,The Break Up Man,"$26,477,012",-,100%,"$26,477,012"
182,The Way Way Back,"$26,474,920","$21,506,546",18.8%,"$4,968,374"
183,We Are the Nobles,"$26,433,651",-,100%,"$26,433,651"
184,The Stolen Years,"$26,249,553",-,100%,"$26,249,553"
185,One Night Surprise,"$26,220,159",-,100%,"$26,220,159"
186,Platinum Data,"$26,052,718",-,100%,"$26,052,718"
187,Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404",-,100%,"$25,860,404"
188,Unbeatable,"$25,816,154",-,100%,"$25,816,154"
189,Man on the Edge,"$25,774,679",-,100%,"$25,774,679"
190,Enough Said,"$25,288,872","$17,550,872",30.6%,"$7,738,000"
191,The Last Exorcism Part II,"$25,051,865","$15,179,302",39.4%,"$9,872,563"
192,"Me, Myself and Mum","$24,991,467",-,100%,"$24,991,467"
193,Drug War,"$24,676,341","$128,195",99.5%,"$24,548,146"
194,The Tale of The Princess Kaguya,"$24,434,485","$703,232",97.1%,"$23,731,253"
195,The Great Beauty,"$24,271,739","$2,852,400",88.2%,"$21,419,339"
196,Trance,"$24,261,569","$2,328,743",90.4%,"$21,932,826"
197,The Railway Man,"$24,174,885","$4,438,438",81.6%,"$19,736,447"
198,Out of Inferno,"$24,109,886",-,100%,"$24,109,886"
199,Bring Happiness Home,"$23,980,000",-,100%,"$23,980,000"
200,Baggage Claim,"$22,871,096","$21,569,509",5.7%,"$1,301,587"
