Rank,Release Group,Worldwide,Domestic,%,Foreign
45,Bridge of Spies,"$165,478,348","$72,313,754",56.3%,"$93,164,594"
46,From Vegas to Macau II,"$163,877,532",-,100%,"$163,877,532"
47,Focus,"$158,762,963","$53,862,963",66.1%,"$104,900,000"
48,Goosebumps,"$158,260,952","$80,080,379",49.4%,"$78,180,573"
49,Ip Man 3,"$156,954,938","$2,679,437",98.3%,"$154,275,501"
50,The Hateful Eight,"$155,760,117","$54,117,416",65.3%,"$101,642,701"
51,Monkey King: Hero Is Back,"$153,262,397",-,100%,"$153,262,397"
52,Gods of Egypt,"$150,680,864","$31,153,464",79.3%,"$119,527,400"
53,The Last Witch Hunter,"$146,936,910","$27,367,660",81.4%,"$119,569,250"
54,Trainwreck,"$140,795,793","$110,212,700",21.7%,"$30,583,093"
55,Mr. Six,"$139,191,345","$1,415,450",99%,"$137,775,895"
56,Point Break,"$133,718,711","$28,782,481",78.5%,"$104,936,230"
57,The Big Short,"$133,440,870","$70,259,870",47.3%,"$63,181,000"
58,Pan,"$128,388,320","$35,088,320",72.7%,"$93,300,000"
59,Detective Chinatown,"$125,842,935","$474,252",99.6%,"$125,368,683"
60,Wolf Totem,"$125,837,070","$210,591",99.8%,"$125,626,479"
61,Ride Along 2,"$124,605,297","$91,221,830",26.8%,"$33,383,467"
62,Dragon Blade,"$122,593,849","$74,068",99.9%,"$122,519,781"
63,Magic Mike XXL,"$117,813,057","$66,013,057",44%,"$51,800,000"
64,Insidious: Chapter 3,"$112,983,889","$52,218,558",53.8%,"$60,765,331"
65,Get Hard,"$111,711,453","$90,411,453",19.1%,"$21,300,000"
66,The 5th Wave,"$109,906,372","$34,916,787",68.2%,"$74,989,585"
67,Paul Blart: Mall Cop 2,"$107,588,225","$71,038,190",34%,"$36,550,035"
68,Vacation,"$107,228,221","$58,884,188",45.1%,"$48,344,033"
69,The Man from U.N.C.L.E.,"$107,045,109","$45,445,109",57.5%,"$61,600,000"
70,Chronicles of the Ghostly Tribe,"$106,380,000",-,100%,"$106,380,000"
71,Shaun the Sheep Movie,"$106,209,378","$19,375,982",81.8%,"$86,833,396"
72,Sisters,"$105,011,053","$87,044,645",17.1%,"$17,966,408"
73,Chappie,"$102,811,889","$31,569,268",69.3%,"$71,242,621"
74,Joy,"$101,134,059","$56,451,232",44.2%,"$44,682,827"
75,Black Mass,"$99,775,678","$62,575,678",37.3%,"$37,200,000"
76,Spotlight,"$98,690,254","$45,055,776",54.3%,"$53,634,478"
77,Devil and Angel,"$98,599,942","$131,058",99.9%,"$98,468,884"
78,The Visit,"$98,450,062","$65,206,105",33.8%,"$33,243,957"
79,The Little Prince,"$97,571,250","$1,339,152",98.6%,"$96,232,098"
80,Assassination,"$96,119,773","$1,904,682",98%,"$94,215,091"
81,Poltergeist,"$95,437,994","$47,425,125",50.3%,"$48,012,869"
82,Veteran,"$94,393,020","$1,200,627",98.7%,"$93,192,393"
83,In the Heart of the Sea,"$93,920,758","$25,020,758",73.4%,"$68,900,000"
84,Kill Zone 2,"$93,638,358","$11,998",100%,"$93,626,360"
85,Southpaw,"$91,970,827","$52,421,953",43%,"$39,548,874"
86,The Second Best Exotic Marigold Hotel,"$85,978,266","$33,078,266",61.5%,"$52,900,000"
87,Paper Towns,"$85,512,300","$32,000,304",62.6%,"$53,511,996"
88,Sicario,"$84,872,444","$46,889,293",44.8%,"$37,983,151"
89,Our Times,"$83,867,493",-,100%,"$83,867,493"
90,Suck Me Shakespeer 2,"$83,027,924",-,100%,"$83,027,924"
91,Hitman: Agent 47,"$82,347,656","$22,467,450",72.7%,"$59,880,206"
92,Wolf Warrior,"$81,411,331",-,100%,"$81,411,331"
93,Go Away Mr. Tumor,"$80,606,893","$286,639",99.6%,"$80,320,254"
94,The Wedding Ringer,"$79,799,880","$64,460,211",19.2%,"$15,339,669"
95,Paranormal Activity: The Ghost Dimension,"$78,903,124","$18,300,124",76.8%,"$60,603,000"
96,The Left Ear,"$78,015,473",-,100%,"$78,015,473"
97,Tiny Times 4.0,"$77,750,000",-,100%,"$77,750,000"
98,Bajrangi Bhaijaan,"$75,547,184","$8,178,001",89.2%,"$67,369,183"
99,War Room,"$73,267,874","$67,790,117",7.5%,"$5,477,757"
100,The Transporter Refueled,"$72,629,670","$16,029,670",77.9%,"$56,600,000"
101,Run All Night,"$71,561,644","$26,461,644",63%,"$45,100,000"
102,13 Hours,"$69,411,370","$52,853,219",23.9%,"$16,558,151"
103,Running Man,"$68,782,475","$310,978",99.5%,"$68,471,497"
104,A Violent Prosecutor,"$66,736,633",-,100%,"$66,736,633"
105,The Age of Adaline,"$65,663,276","$42,629,776",35.1%,"$23,033,500"
106,Monk Comes Down the Mountain,"$64,455,686",-,100%,"$64,455,686"
107,Zhongkui: Snow Girl and the Dark Crystal,"$64,325,947","$165,428",99.7%,"$64,160,519"
108,The Danish Girl,"$64,191,523","$11,114,018",82.7%,"$53,077,505"
109,The Boy,"$64,188,367","$35,819,556",44.2%,"$28,368,811"
110,The Hundred Regiments Offensive,"$63,230,000",-,100%,"$63,230,000"
111,The Longest Ride,"$62,944,815","$37,446,117",40.5%,"$25,498,698"
112,Unfriended,"$62,882,090","$32,482,090",48.3%,"$30,400,000"
113,Brooklyn,"$62,076,141","$38,322,743",38.3%,"$23,753,398"
114,"Dragon Ball Z: Resurrection ""F""","$61,768,190","$8,008,363",87%,"$53,759,827"
115,Woman in Gold,"$61,619,773","$33,307,793",45.9%,"$28,311,980"
116,Krampus,"$61,548,707","$42,725,475",30.6%,"$18,823,232"
117,The Perfect Guy,"$60,273,173","$57,027,435",5.4%,"$3,245,738"
118,Forever Young,"$59,981,902","$149,761",99.8%,"$59,832,141"
119,Miss Granny,"$59,396,311","$234,573",99.6%,"$59,161,738"
120,The Gift,"$58,978,653","$43,787,265",25.8%,"$15,191,388"
121,You Are My Sunshine,"$56,640,000",-,100%,"$56,640,000"
122,No Escape,"$54,418,872","$27,288,872",49.9%,"$27,130,000"
123,Sinister 2,"$53,329,150","$27,740,955",48%,"$25,588,195"
124,Detective Conan: Sunflowers of Inferno,"$52,920,296",-,100%,"$52,920,296"
125,Prem Ratan Dhan Payo,"$52,715,771","$4,364,639",91.7%,"$48,351,132"
126,The Boy Next Door,"$52,425,855","$35,423,380",32.4%,"$17,002,475"
127,The Night Before,"$52,395,996","$43,047,372",17.8%,"$9,348,624"
128,Hollywood Adventures,"$52,265,070",-,100%,"$52,265,070"
129,"Yo-kai Watch Movie: It's the Secret of Birth, Meow!","$51,838,845","$257,343",99.5%,"$51,581,502"
130,Hot Pursuit,"$51,380,201","$34,580,201",32.7%,"$16,800,000"
131,The Himalayas,"$50,544,493","$696,717",98.6%,"$49,847,776"
132,The Boy and the Beast,"$49,714,378","$490,643",99%,"$49,223,735"
133,Surprise,"$49,567,466",-,100%,"$49,567,466"
134,Entourage,"$49,263,404","$32,363,404",34.3%,"$16,900,000"
135,The Woman in Black 2: Angel of Death,"$48,854,305","$26,501,323",45.8%,"$22,352,982"
136,Concussion,"$48,623,572","$34,542,474",29%,"$14,081,098"
137,Inside Men,"$47,616,503",-,100%,"$47,616,503"
138,The Dead End,"$47,600,000",-,100%,"$47,600,000"
139,Boonie Bears Winter,"$47,581,416",-,100%,"$47,581,416"
140,Mortdecai,"$47,275,695","$7,696,134",83.7%,"$39,579,561"
141,Let's Get Married,"$45,972,724","$462,918",99%,"$45,509,806"
142,Somewhere Only We Know,"$45,737,711","$482,341",98.9%,"$45,255,370"
143,"McFarland, USA","$45,710,059","$44,482,410",2.7%,"$1,227,649"
144,Hero,"$45,565,534","$88,675",99.8%,"$45,476,859"
145,Still Alice,"$44,779,195","$18,754,371",58.1%,"$26,024,824"
146,Max,"$43,967,255","$42,656,255",3%,"$1,311,000"
147,The DUFF,"$43,709,744","$34,030,343",22.1%,"$9,679,401"
148,Legend,"$42,972,994","$1,872,994",95.6%,"$41,100,000"
149,The Gallows,"$42,964,410","$22,764,410",47%,"$20,200,000"
150,Love the Coopers,"$42,426,912","$26,302,731",38%,"$16,124,181"
151,The Throne,"$42,165,755",-,100%,"$42,165,755"
152,The Lady in the Van,"$41,387,687","$10,021,175",75.8%,"$31,366,512"
153,Ricki and the Flash,"$41,325,328","$26,822,144",35.1%,"$14,503,184"
154,Ocho apellidos catalanes,"$40,591,862",-,100%,"$40,591,862"
155,Carol,"$40,272,135","$12,711,491",68.4%,"$27,560,644"
156,Northern Limit Line,"$40,034,677","$337,907",99.2%,"$39,696,770"
157,Ex-Files 2: The Backup Strikes Back,"$39,108,291",-,100%,"$39,108,291"
158,Criminal,"$38,803,993","$14,708,696",62.1%,"$24,095,297"
159,Boruto: Naruto The Movie,"$38,362,448","$919,651",97.6%,"$37,442,797"
160,The Lazarus Effect,"$38,356,892","$25,801,570",32.7%,"$12,555,322"
161,Helios,"$37,938,005",-,100%,"$37,938,005"
162,A Walk in the Woods,"$37,461,274","$29,504,281",21.2%,"$7,956,993"
163,Ex Machina,"$36,869,414","$25,442,958",31%,"$11,426,456"
164,Burnt,"$36,606,743","$13,651,946",62.7%,"$22,954,797"
165,The Priests,"$36,577,134","$185,093",99.5%,"$36,392,041"
166,The New Adventures of Aladdin,"$35,771,820",-,100%,"$35,771,820"
167,Heidi,"$35,755,670",-,100%,"$35,755,670"
168,Room,"$35,401,758","$14,677,654",58.5%,"$20,724,104"
169,Lost and Love,"$34,930,177","$188,817",99.5%,"$34,741,360"
170,Secret in Their Eyes,"$34,854,990","$20,180,155",42.1%,"$14,674,835"
171,"Dad, Where Are We Going 2","$34,840,000",-,100%,"$34,840,000"
172,Doraemon: Nobita and the Space Heroes,"$34,811,747",-,100%,"$34,811,747"
173,Steve Jobs,"$34,441,873","$17,766,658",48.4%,"$16,675,215"
174,Victor Frankenstein,"$34,227,298","$5,775,076",83.1%,"$28,452,222"
175,The Witness,"$33,963,557","$418,063",98.8%,"$33,545,494"
176,Project Almanac,"$33,213,241","$22,348,241",32.7%,"$10,865,000"
177,Dilwale,"$31,994,323","$4,871,263",84.8%,"$27,123,060"
178,Suffragette,"$31,972,096","$4,702,420",85.3%,"$27,269,676"
179,Self/less,"$31,807,156","$12,279,691",61.4%,"$19,527,465"
180,Saving Mr. Wu,"$31,222,161","$92,696",99.7%,"$31,129,465"
181,Attack on Titan Part 1,"$30,810,658","$449,523",98.5%,"$30,361,135"
182,A Man Called Ove,"$30,692,889","$3,479,315",88.7%,"$27,213,574"
183,Far from the Madding Crowd,"$30,229,977","$12,236,500",59.5%,"$17,993,477"
184,Mr. Holmes,"$29,355,203","$17,737,646",39.6%,"$11,617,557"
185,Love & Mercy,"$28,641,776","$12,551,031",56.2%,"$16,090,745"
186,Flying Colors,"$28,525,563",-,100%,"$28,525,563"
187,Triumph in the Skies,"$28,085,162",-,100%,"$28,085,162"
188,The 33,"$27,972,023","$12,227,722",56.3%,"$15,744,301"
189,Bride Wars,"$27,670,000",-,100%,"$27,670,000"
190,Irrational Man,"$27,391,084","$4,030,360",85.3%,"$23,360,724"
191,Detective K: Secret of the Lost Island,"$27,387,870","$185,367",99.3%,"$27,202,503"
192,To the Fore,"$27,267,799",-,100%,"$27,267,799"
193,American Ultra,"$27,262,374","$14,440,985",47%,"$12,821,389"
194,Orange,"$26,261,536",-,100%,"$26,261,536"
195,Aloha,"$26,250,020","$21,067,116",19.7%,"$5,182,904"
196,Huevos: Little Rooster's Egg-cellent Adventure,"$25,892,561","$9,080,818",64.9%,"$16,811,743"
197,Dügün Dernek 2: Sünnet,"$25,836,668",-,100%,"$25,836,668"
198,Look Who's Back,"$25,513,752",-,100%,"$25,513,752"
199,Serial Teachers 2,"$25,364,150",-,100%,"$25,364,150"
200,Wild City,"$24,817,852","$34,866",99.9%,"$24,782,986"
