Rank,Release Group,Worldwide,Domestic,%,Foreign
41,Jackass 3D,"$171,685,792","$117,229,692",31.7%,"$54,456,100"
42,The Other Guys,"$170,458,922","$119,219,978",30.1%,"$51,238,944"
43,Unstoppable,"$167,805,466","$81,562,942",51.4%,"$86,242,524"
44,Step Up,"$159,291,809","$42,400,223",73.4%,"$116,891,586"
45,The Book of Eli,"$157,107,755","$94,835,059",39.6%,"$62,272,696"
46,The Town,"$154,026,136","$92,186,262",40.1%,"$61,839,874"
47,Date Night,"$152,263,880","$98,711,404",35.2%,"$53,552,476"
48,The Secret World of Arrietty,"$148,800,274","$19,202,743",87.1%,"$129,597,531"
49,Legend of the Guardians: The Owls of Ga'Hoole,"$140,073,390","$55,675,313",60.3%,"$84,398,077"
50,The Wolfman,"$139,789,765","$61,979,680",55.7%,"$77,810,085"
51,The Bounty Hunter,"$136,333,522","$67,061,228",50.8%,"$69,272,294"
52,Saw: The Final Chapter,"$136,150,434","$45,710,178",66.4%,"$90,440,256"
53,Wall Street: Money Never Sleeps,"$134,748,021","$52,474,616",61.1%,"$82,273,405"
54,The Adjustment Bureau,"$127,869,379","$62,495,645",51.1%,"$65,373,734"
55,Predators,"$127,233,108","$52,000,688",59.1%,"$75,232,420"
56,A Nightmare on Elm Street,"$115,694,863","$63,075,011",45.5%,"$52,619,852"
57,Dear John,"$114,984,666","$80,014,842",30.4%,"$34,969,824"
58,Cats & Dogs: The Revenge of Kitty Galore,"$112,483,764","$43,585,753",61.3%,"$68,898,011"
59,Tooth Fairy,"$112,462,508","$60,022,256",46.6%,"$52,440,252"
60,Sanctum,"$108,609,310","$23,209,310",78.6%,"$85,400,000"
61,Harmony,"$107,056,263",-,100%,"$107,056,263"
62,Hereafter,"$106,956,330","$32,746,941",69.4%,"$74,209,389"
63,Life as We Know It,"$105,734,416","$53,374,681",49.5%,"$52,359,735"
64,Let the Bullets Fly,"$104,723,314","$63,012",99.9%,"$104,660,302"
65,Love & Other Drugs,"$102,820,008","$32,367,005",68.5%,"$70,453,003"
66,Aftershock,"$100,293,273","$62,962",99.9%,"$100,230,311"
67,Umizaru 3: The Last Message,"$98,663,381",-,100%,"$98,663,381"
68,Killers,"$98,159,963","$47,059,963",52.1%,"$51,100,000"
69,Kick-Ass,"$96,188,903","$48,071,303",50%,"$48,117,600"
70,Nanny McPhee Returns,"$93,251,121","$29,011,215",68.9%,"$64,239,906"
71,Get Him to the Greek,"$91,720,255","$60,974,475",33.5%,"$30,745,780"
72,Burlesque,"$89,519,773","$39,440,655",55.9%,"$50,079,118"
73,The Last Song,"$89,137,047","$62,950,384",29.4%,"$26,186,663"
74,Dinner for Schmucks,"$86,855,739","$73,026,337",15.9%,"$13,829,402"
75,Bayside Shakedown 3: Set the Guys Loose,"$85,347,374",-,100%,"$85,347,374"
76,Marmaduke,"$83,761,844","$33,644,788",59.8%,"$50,117,056"
77,Piranha 3D,"$83,188,165","$25,003,155",69.9%,"$58,185,010"
78,Oceans,"$83,090,556","$19,422,319",76.6%,"$63,668,237"
79,Blades of Blood 2010 Re-release,"$82,177,196",-,100%,"$82,177,196"
80,Edge of Darkness,"$81,126,522","$43,313,890",46.6%,"$37,812,632"
81,Vampires Suck,"$80,547,866","$36,661,504",54.5%,"$43,886,362"
82,Letters to Juliet,"$79,293,444","$53,032,453",33.1%,"$26,260,991"
83,The Back-up Plan,"$77,477,008","$37,490,007",51.6%,"$39,987,001"
84,Diary of a Wimpy Kid,"$76,196,538","$64,003,625",16%,"$12,192,913"
85,If You Are the One 2,"$76,085,443","$426,894",99.4%,"$75,658,549"
86,Easy A,"$75,026,216","$58,401,464",22.2%,"$16,624,752"
87,Hubble 3D,"$74,249,729","$52,522,904",29.3%,"$21,726,825"
88,Pokémon: Zoroark: Master of Illusions,"$71,143,529",-,100%,"$71,143,529"
89,A Turtle's Tale: Sammy's Adventures,"$70,627,617",-,100%,"$70,627,617"
90,The Last Exorcism,"$69,432,527","$41,034,350",40.9%,"$28,398,177"
91,Takers,"$69,055,695","$57,744,720",16.4%,"$11,310,975"
92,Bestseller,"$68,813,389",-,100%,"$68,813,389"
93,Legion,"$67,918,658","$40,168,080",40.9%,"$27,750,578"
94,The American,"$67,876,281","$35,606,376",47.5%,"$32,269,905"
95,The Next Three Days,"$67,448,651","$21,148,651",68.6%,"$46,300,000"
96,Skyline,"$66,984,887","$21,393,620",68.1%,"$45,591,267"
97,Hot Tub Time Machine,"$64,735,752","$50,287,556",22.3%,"$14,448,196"
98,Elite Squad 2: The Enemy Within,"$63,618,850","$100,119",99.8%,"$63,518,731"
99,Devil,"$62,695,489","$33,601,190",46.4%,"$29,094,299"
100,127 Hours,"$60,738,797","$18,335,230",69.8%,"$42,403,567"
101,Why Did I Get Married Too?,"$60,673,972","$60,095,852",1%,"$578,120"
102,The Ghost Writer,"$60,331,447","$15,541,549",74.2%,"$44,789,898"
103,Secretariat,"$60,321,861","$59,713,955",1%,"$607,906"
104,Morning Glory,"$60,040,976","$31,011,732",48.3%,"$29,029,244"
105,Green Zone 2010 Re-release,"$59,828,889",-,100%,"$59,828,889"
106,Remember Me,"$56,032,889","$19,068,240",66%,"$36,964,649"
107,Cop Out,"$55,611,001","$44,875,481",19.3%,"$10,735,520"
108,Veda - Atatürk,"$55,024,621",-,100%,"$55,024,621"
109,The Crazies,"$54,806,823","$39,123,589",28.6%,"$15,683,234"
110,Little White Lies,"$53,319,615","$206,088",99.6%,"$53,113,527"
111,From Paris with Love,"$52,830,951","$24,077,427",54.4%,"$28,753,524"
112,Detective Dee: The Mystery of the Phantom Flame,"$51,899,269","$459,836",99.1%,"$51,439,433"
113,Conference of Animals,"$51,883,642",-,100%,"$51,883,642"
114,Daybreakers,"$51,416,464","$30,101,577",41.5%,"$21,314,887"
115,Alpha and Omega,"$50,507,267","$25,107,267",50.3%,"$25,400,000"
116,The Switch,"$49,830,607","$27,779,426",44.3%,"$22,051,181"
117,Space Battleship Yamato,"$49,827,298",-,100%,"$49,827,298"
118,She's Out of My League,"$49,779,728","$32,010,860",35.7%,"$17,768,868"
119,Death at a Funeral,"$49,050,886","$42,739,347",12.9%,"$6,311,539"
120,How Do You Know,"$48,668,907","$30,212,620",37.9%,"$18,456,287"
121,Charlie St. Cloud,"$48,190,704","$31,162,545",35.3%,"$17,028,159"
122,Heartbreaker,"$48,023,509","$504,030",99%,"$47,519,479"
123,Scott Pilgrim vs. the World,"$47,664,559","$31,524,275",33.9%,"$16,140,284"
124,StreetDance 2,"$46,960,833",-,100%,"$46,960,833"
125,Welcome to the South,"$45,896,492",-,100%,"$45,896,492"
126,Machete,"$45,491,656","$26,593,646",41.5%,"$18,898,010"
127,Confessions,"$45,203,103",-,100%,"$45,203,103"
128,Avatar 2010 Special Edition,"$44,838,548","$10,741,486",76%,"$34,097,062"
129,The Man from Nowhere,"$44,723,232","$528,175",98.8%,"$44,195,057"
130,Of Gods and Men,"$43,803,417","$3,951,596",91%,"$39,851,821"
131,Boy,"$43,551,154","$256,211",99.4%,"$43,294,943"
132,When in Rome,"$43,053,376","$32,680,633",24.1%,"$10,372,743"
133,My Name Is Khan,"$42,345,360","$4,018,771",90.5%,"$38,326,589"
134,Going the Distance,"$42,059,111","$17,804,299",57.7%,"$24,254,812"
135,Nodame Cantabile: The Movie II 2010 Re-release,"$41,054,604",-,100%,"$41,054,604"
136,SP: The Motion Picture I,"$39,674,739",-,100%,"$39,674,739"
137,Kokkuri-san: Gekijô-ban,"$37,982,240",-,100%,"$37,982,240"
138,For Colored Girls,"$37,981,984","$37,729,698",0.7%,"$252,286"
139,Detective Conan: The Lost Ship in the Sky,"$36,407,407",-,100%,"$36,407,407"
140,Secret Reunion,"$36,298,578",-,100%,"$36,298,578"
141,Furry Vengeance,"$36,288,132","$17,630,465",51.4%,"$18,657,667"
142,You Will Meet a Tall Dark Stranger,"$35,867,322","$3,248,246",90.9%,"$32,619,076"
143,Faster,"$35,626,958","$23,240,020",34.8%,"$12,386,938"
144,The Kids Are All Right,"$34,705,850","$20,811,365",40%,"$13,894,485"
145,Doraemon The Movie: Nobita's Great Battle of the Mermaid King,"$34,702,573",-,100%,"$34,702,573"
146,The Extraordinary Adventures of Adèle Blanc-Sec,"$34,604,339",-,100%,"$34,604,339"
147,Camping 2,"$33,857,735",-,100%,"$33,857,735"
148,Arthur 3: The War of the Two Worlds,"$33,519,334",-,100%,"$33,519,334"
149,Dogwood Tree,"$33,016,351",-,100%,"$33,016,351"
150,Leap Year,"$32,686,500","$25,918,920",20.7%,"$6,767,580"
151,Potiche,"$32,309,881","$1,618,844",95%,"$30,691,037"
152,You Again,"$32,054,369","$25,702,053",19.8%,"$6,352,316"
153,Rajneeti,"$29,459,596","$1,514,558",94.9%,"$27,945,038"
154,The Losers,"$29,397,654","$23,591,432",19.8%,"$5,806,222"
155,The Santa Claus Gang,"$29,181,330",-,100%,"$29,181,330"
156,Sacrifice,"$29,093,560","$29,792",99.9%,"$29,063,768"
157,The Lady Shogun and Her Men,"$27,769,952",-,100%,"$27,769,952"
158,Legend of the Fist: The Return of Chen Zhen,"$27,390,678","$50,433",99.8%,"$27,340,245"
159,Ramona and Beezus,"$27,293,743","$26,167,002",4.1%,"$1,126,741"
160,Splice 2010 Re-release,"$27,127,620","$17,010,170",37.3%,"$10,117,450"
161,Let Me In,"$27,093,592","$12,134,935",55.2%,"$14,958,657"
162,Fair Game,"$25,798,915","$9,540,691",63%,"$16,258,224"
163,The Roundup,"$25,623,521",-,100%,"$25,623,521"
164,Christmas in South Africa,"$25,362,517",-,100%,"$25,362,517"
165,Biutiful,"$25,147,786","$5,101,237",79.7%,"$20,046,549"
166,Six Degrees of Celebration,"$25,030,264",-,100%,"$25,030,264"
167,Elle s'appelait Sarah,"$24,792,815","$7,693,187",69%,"$17,099,628"
168,Lottery Ticket,"$24,719,879","$24,719,879",-,-
169,Liar Game: The Final Stage,"$24,658,706",-,100%,"$24,658,706"
170,The Way Back,"$24,172,201","$2,701,859",88.8%,"$21,470,342"
171,Nasha Russia. Yaytsa sudby,"$24,022,125",-,100%,"$24,022,125"
172,Da Xiao Jiang Hu,"$23,705,022",-,100%,"$23,705,022"
173,Act of Vengeance,"$23,423,390",-,100%,"$23,423,390"
174,Under the Hawthorn Tree,"$23,004,431",-,100%,"$23,004,431"
175,Recep Ivedik 3,"$22,588,876",-,100%,"$22,588,876"
176,Villain,"$22,414,467",-,100%,"$22,414,467"
177,A Thousand Words,"$22,044,277","$18,450,127",16.3%,"$3,594,150"
178,"Me, Them and Lara","$22,039,646",-,100%,"$22,039,646"
179,Moss,"$21,925,534",-,100%,"$21,925,534"
180,22 Bullets,"$21,695,883",-,100%,"$21,695,883"
181,Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,"$21,645,379",-,100%,"$21,645,379"
182,Just Wright,"$21,584,424","$21,540,363",0.2%,"$44,061"
183,My Soul to Take,"$21,500,813","$14,744,435",31.4%,"$6,756,378"
184,Our Family Wedding,"$21,409,028","$20,255,281",5.4%,"$1,153,747"
185,Astral City: A Spiritual Journey,"$21,218,935",-,100%,"$21,218,935"
186,71: Into the Fire,"$20,967,660","$176,638",99.2%,"$20,791,022"
187,The Spy Next Door 2010 Re-release,"$20,929,457",-,100%,"$20,929,457"
188,Country Strong,"$20,529,194","$20,218,921",1.5%,"$310,273"
189,Beck,"$20,219,060",-,100%,"$20,219,060"
190,How Not to Rescue a Princess,"$20,157,447",-,100%,"$20,157,447"
191,About Her Brother,"$19,969,473",-,100%,"$19,969,473"
192,Trick the Movie: Psychic Battle Royale,"$19,795,115",-,100%,"$19,795,115"
193,Hello Ghost,"$19,774,455",-,100%,"$19,774,455"
194,Another Year,"$19,722,766","$3,205,706",83.7%,"$16,517,060"
195,Youth in Revolt,"$19,651,093","$15,281,286",22.2%,"$4,369,807"
196,Hot Summer Days,"$19,573,451",-,100%,"$19,573,451"
197,Buried,"$19,439,764","$1,044,143",94.6%,"$18,395,621"
198,The Servant,"$19,259,164",-,100%,"$19,259,164"
199,Norwegian Wood,"$19,115,721","$13,000",99.9%,"$19,102,721"
200,Head Over Heels,"$18,876,082",-,100%,"$18,876,082"
