Rank,Release Group,Worldwide,Domestic,%,Foreign
34,Meet the Robinsons,"$169,333,034","$97,822,171",42.2%,"$71,510,863"
35,Norbit,"$159,814,490","$95,673,607",40.1%,"$64,140,883"
36,P.S. I Love You,"$156,835,339","$53,695,808",65.8%,"$103,139,531"
37,Sweeney Todd: The Demon Barber of Fleet Street,"$153,383,627","$52,898,073",65.5%,"$100,485,554"
38,Surf's Up,"$152,005,713","$58,867,694",61.3%,"$93,138,019"
39,The Game Plan,"$147,880,543","$90,648,202",38.7%,"$57,232,341"
40,Resident Evil: Extinction,"$147,717,833","$50,648,679",65.7%,"$97,069,154"
41,Music and Lyrics,"$145,896,422","$50,572,589",65.3%,"$95,323,833"
42,Blades of Glory,"$145,710,347","$118,594,548",18.6%,"$27,115,799"
43,Saw IV,"$139,352,633","$63,300,095",54.6%,"$76,052,538"
44,Bridge to Terabithia,"$137,587,063","$82,272,442",40.2%,"$55,314,621"
45,Stardust,"$137,515,140","$38,634,938",71.9%,"$98,880,202"
46,1408,"$132,963,417","$71,985,628",45.9%,"$60,977,789"
47,Atonement,"$131,016,624","$50,927,067",61.1%,"$80,089,557"
48,Aliens vs. Predator: Requiem,"$130,290,885","$41,797,066",67.9%,"$88,493,819"
49,The Heartbreak Kid,"$128,453,183","$36,787,257",71.4%,"$91,665,926"
50,Charlie Wilson's War,"$119,483,446","$66,661,095",44.2%,"$52,822,351"
51,Disturbia,"$118,114,220","$80,209,692",32.1%,"$37,904,528"
52,Earth,"$108,975,160","$32,011,576",70.6%,"$76,963,584"
53,The Water Horse,"$103,967,384","$40,946,255",60.6%,"$63,021,129"
54,Hitman,"$101,276,318","$39,687,694",60.8%,"$61,588,624"
55,Fred Claus,"$97,838,349","$72,006,777",26.4%,"$25,831,572"
56,TMNT,"$95,797,812","$54,149,098",43.5%,"$41,648,714"
57,Shooter,"$95,696,996","$47,003,582",50.9%,"$48,693,414"
58,Michael Clayton,"$92,991,835","$49,033,882",47.3%,"$43,957,953"
59,No Reservations,"$92,601,050","$43,107,979",53.4%,"$49,493,071"
60,Fracture,"$92,011,561","$39,015,018",57.6%,"$52,996,543"
61,Epic Movie,"$87,238,158","$39,739,367",54.4%,"$47,498,791"
62,The Kingdom,"$87,019,158","$47,536,778",45.4%,"$39,482,380"
63,La Vie En Rose,"$86,274,793","$10,301,706",88.1%,"$75,973,087"
64,Zodiac,"$84,785,914","$33,080,084",61%,"$51,705,830"
65,Premonition,"$84,146,832","$47,852,604",43.1%,"$36,294,228"
66,Hannibal Rising,"$82,169,884","$27,670,986",66.3%,"$54,498,898"
67,Rabbit Without Ears,"$81,744,033",-,100%,"$81,744,033"
68,Hot Fuzz,"$80,743,363","$23,637,265",70.7%,"$57,106,098"
69,Halloween,"$80,460,948","$58,272,029",27.6%,"$22,188,919"
70,The Orphanage,"$78,638,987","$7,161,284",90.9%,"$71,477,703"
71,The Number 23,"$77,677,553","$35,193,167",54.7%,"$42,484,386"
72,Next,"$77,621,983","$18,211,013",76.5%,"$59,410,970"
73,There Will Be Blood,"$76,181,545","$40,222,514",47.2%,"$35,959,031"
74,Hero,"$76,089,199",-,100%,"$76,089,199"
75,Elizabeth: The Golden Age,"$75,782,758","$16,383,509",78.4%,"$59,399,249"
76,30 Days of Night,"$75,513,170","$39,569,000",47.6%,"$35,944,170"
77,Stomp the Yard,"$75,511,123","$61,356,221",18.7%,"$14,154,902"
78,Dragon Wars: D-War,"$75,108,817","$10,977,721",85.4%,"$64,131,096"
79,The Kite Runner,"$75,011,029","$15,800,078",78.9%,"$59,210,951"
80,Perfect Stranger,"$73,534,117","$23,984,949",67.4%,"$49,549,168"
81,License to Wed,"$70,181,325","$43,799,818",37.6%,"$26,381,507"
82,3:10 to Yuma,"$70,016,220","$53,606,916",23.4%,"$16,409,304"
83,The Brave One,"$69,787,394","$36,793,804",47.3%,"$32,993,590"
84,Because I Said So,"$69,485,490","$42,674,040",38.6%,"$26,811,450"
85,Mr. Magorium's Wonder Emporium,"$69,474,661","$32,061,555",53.9%,"$37,413,106"
86,Dan in Real Life,"$68,471,669","$47,642,963",30.4%,"$20,828,706"
87,"Lust, Caution","$67,091,915","$4,604,982",93.1%,"$62,486,933"
88,August Rush,"$66,122,026","$31,664,162",52.1%,"$34,457,864"
89,Underdog,"$65,270,477","$43,760,605",33%,"$21,509,872"
90,Taxi 4,"$65,125,001",-,100%,"$65,125,001"
91,28 Weeks Later,"$65,048,678","$28,638,916",56%,"$36,409,762"
92,Lions for Lambs,"$64,811,540","$15,002,854",76.9%,"$49,808,686"
93,The Reaping,"$62,771,059","$25,126,214",60%,"$37,644,845"
94,Good Luck Chuck,"$59,768,495","$35,017,297",41.4%,"$24,751,198"
95,Are We Done Yet?,"$58,388,068","$49,662,533",14.9%,"$8,725,535"
96,The Mist,"$57,470,220","$25,594,957",55.5%,"$31,875,263"
97,Smokin' Aces,"$57,232,879","$35,787,686",37.5%,"$21,445,193"
98,Into the Wild,"$56,674,477","$18,354,356",67.6%,"$38,320,121"
99,Eastern Promises,"$56,106,607","$17,266,000",69.2%,"$38,840,607"
100,Tyler Perry's Why Did I Get Married?,"$55,862,886","$55,204,525",1.2%,"$658,361"
101,The Irony of Fate 2,"$55,639,741",-,100%,"$55,639,741"
102,We Own the Night,"$55,033,767","$28,563,179",48.1%,"$26,470,588"
103,The Messengers,"$55,010,659","$35,374,833",35.7%,"$19,635,826"
104,Sea Monsters: A Prehistoric Adventure,"$50,652,463","$23,746,066",53.1%,"$26,906,397"
105,This Christmas,"$49,778,552","$49,121,934",1.3%,"$656,618"
106,May 18,"$49,282,156",-,100%,"$49,282,156"
107,Mr. Brooks,"$48,443,734","$28,549,298",41.1%,"$19,894,436"
108,The Nanny Diaries,"$47,817,020","$25,930,652",45.8%,"$21,886,368"
109,Death at a Funeral,"$46,789,413","$8,580,428",81.7%,"$38,208,985"
110,Freedom Writers,"$43,095,175","$36,605,602",15.1%,"$6,489,573"
111,The Warlords,"$42,883,181","$129,078",99.7%,"$42,754,103"
112,Pokémon: The Rise of Darkrai,"$42,496,749",-,100%,"$42,496,749"
113,Always: Sunset on Third Street 2,"$42,304,705",-,100%,"$42,304,705"
114,Balls of Fury,"$41,739,111","$32,886,940",21.2%,"$8,852,171"
115,Breach,"$40,953,935","$33,231,264",18.9%,"$7,722,671"
116,War,"$40,481,352","$22,486,409",44.5%,"$17,994,943"
117,The Invasion,"$40,170,558","$15,074,191",62.5%,"$25,096,367"
118,Om Shanti Om,"$39,990,809","$3,597,372",91%,"$36,393,437"
119,Happily N'Ever After,"$38,085,778","$15,589,393",59.1%,"$22,496,385"
120,The Hills Have Eyes 2,"$37,697,773","$20,804,166",44.8%,"$16,893,607"
121,Natale in crociera,"$37,350,000",-,100%,"$37,350,000"
122,Becoming Jane,"$37,311,672","$18,670,946",50%,"$18,640,726"
123,The Adventures of Super Monkey,"$36,745,063",-,100%,"$36,745,063"
124,Sky of Love,"$36,684,020",-,100%,"$36,684,020"
125,Sicko,"$36,093,504","$24,540,079",32%,"$11,553,425"
126,Hostel: Part II,"$35,728,183","$17,609,452",50.7%,"$18,118,731"
127,Vacancy,"$35,442,935","$19,363,565",45.4%,"$16,079,370"
128,The Darjeeling Limited,"$35,307,949","$11,902,715",66.3%,"$23,405,234"
129,Sunshine,"$34,806,360","$3,675,753",89.4%,"$31,130,607"
130,Assembly,"$34,786,960",-,100%,"$34,786,960"
131,Gone Baby Gone,"$34,612,443","$20,292,962",41.4%,"$14,319,481"
132,Mr. Woodcock,"$33,683,200","$25,799,486",23.4%,"$7,883,714"
133,Run Fatboy Run,"$33,478,921","$6,003,262",82.1%,"$27,475,659"
134,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,"$32,787,846",-,100%,"$32,787,846"
135,Awake,"$32,730,062","$14,377,198",56.1%,"$18,352,864"
136,88 Minutes,"$32,593,385","$17,213,467",47.2%,"$15,379,918"
137,REC,"$32,511,655",-,100%,"$32,511,655"
138,Alpha Dog,"$32,351,125","$15,309,602",52.7%,"$17,041,523"
139,Amazing Grace,"$32,120,360","$21,250,683",33.8%,"$10,869,677"
140,Hunting and Gathering,"$31,920,899",-,100%,"$31,920,899"
141,The Seeker: The Dark Is Rising,"$31,852,619","$8,794,452",72.4%,"$23,058,167"
142,Daddy's Little Girls,"$31,609,243","$31,366,978",0.8%,"$242,265"
143,Love in the Time of Cholera,"$31,575,877","$4,607,608",85.4%,"$26,968,269"
144,Welcome,"$31,203,567",-,100%,"$31,203,567"
145,Pathfinder,"$30,984,583","$10,232,081",67%,"$20,752,502"
146,Nancy Drew,"$30,666,930","$25,612,520",16.5%,"$5,054,410"
147,Death Proof,"$30,663,961",-,100%,"$30,663,961"
148,A Beautiful Wife,"$30,385,222",-,100%,"$30,385,222"
149,The Great Debaters,"$30,236,407","$30,236,407",-,-
150,A Tale of Mari and Three Puppies,"$30,183,621",-,100%,"$30,183,621"
151,Lissi und der wilde Kaiser,"$29,733,764",-,100%,"$29,733,764"
152,The Fox & the Child,"$29,610,210",-,100%,"$29,610,210"
153,In the Valley of Elah,"$29,541,790","$6,777,741",77.1%,"$22,764,049"
154,Across the Universe,"$29,367,143","$24,343,673",17.1%,"$5,023,470"
155,St. Trinian's,"$29,066,483",-,100%,"$29,066,483"
156,Manual of Love 2,"$27,833,482",-,100%,"$27,833,482"
157,The Last Mimzy,"$27,308,918","$21,471,047",21.4%,"$5,837,871"
158,Dororo,"$27,308,865",-,100%,"$27,308,865"
159,Shoot 'Em Up,"$27,122,238","$12,807,139",52.8%,"$14,315,099"
160,Rendition,"$27,066,382","$9,736,045",64%,"$17,330,337"
161,The Invisible,"$26,810,113","$20,578,909",23.2%,"$6,231,204"
162,Mongol: The Rise of Genghis Khan,"$26,527,510","$5,705,761",78.5%,"$20,821,749"
163,Bratz,"$26,013,153","$10,010,209",61.5%,"$16,002,944"
164,Grindhouse,"$25,422,088","$25,037,897",1.5%,"$384,191"
165,The Hitcher,"$25,399,945","$16,472,961",35.1%,"$8,926,984"
166,The Last Legion,"$25,303,038","$5,933,494",76.6%,"$19,369,544"
167,Before the Devil Knows You're Dead,"$25,037,657","$7,084,227",71.7%,"$17,953,430"
168,Georgia Rule,"$25,000,167","$19,103,072",23.6%,"$5,897,095"
169,Guru,"$24,108,727","$2,096,000",91.3%,"$22,012,727"
170,Partner,"$23,968,620","$1,062,840",95.6%,"$22,905,780"
171,Persepolis,"$22,783,978","$4,445,756",80.5%,"$18,338,222"
172,Cassandra's Dream,"$22,686,378","$973,018",95.7%,"$21,713,360"
173,Dead Silence,"$22,382,047","$16,809,076",24.9%,"$5,572,971"
174,Reign Over Me,"$22,242,388","$19,661,987",11.6%,"$2,580,401"
175,Waitress,"$22,240,529","$19,074,800",14.2%,"$3,165,729"
176,Crows Zero,"$22,036,607",-,100%,"$22,036,607"
177,Reno 911! Miami,"$22,021,262","$20,342,161",7.6%,"$1,679,101"
178,My Blueberry Nights,"$22,007,671","$867,275",96.1%,"$21,140,396"
179,Unfair: The Movie,"$21,914,005",-,100%,"$21,914,005"
180,Like Stars on Earth,"$21,897,373","$1,223,869",94.4%,"$20,673,504"
181,Chak De! India,"$21,505,244","$1,120,404",94.8%,"$20,384,840"
182,Arn: The Knight Templar,"$21,287,566",-,100%,"$21,287,566"
183,Penelope,"$21,156,270","$10,011,996",52.7%,"$11,144,274"
184,Once,"$20,936,722","$9,439,923",54.9%,"$11,496,799"
185,Le Grand Chef,"$20,794,760",-,100%,"$20,794,760"
186,Walk Hard: The Dewey Cox Story,"$20,576,198","$18,317,151",11%,"$2,259,047"
187,Detective Conan: Jolly Roger in the Deep Azure,"$20,440,213",-,100%,"$20,440,213"
188,The Namesake,"$20,354,321","$13,569,248",33.3%,"$6,785,073"
189,Evening,"$20,016,753","$12,492,481",37.6%,"$7,524,272"
190,The Diving Bell and the Butterfly,"$19,780,116","$6,003,227",69.7%,"$13,776,889"
191,Two Days in Paris,"$19,776,159","$4,433,994",77.6%,"$15,342,165"
192,Bhool Bhulaiyaa,"$19,073,095","$1,097,797",94.2%,"$17,975,298"
193,A Mighty Heart,"$19,008,745","$9,176,787",51.7%,"$9,831,958"
194,The Wild Guys 4,"$18,873,863",-,100%,"$18,873,863"
195,Kitaro,"$18,856,642",-,100%,"$18,856,642"
196,The Counterfeiters,"$18,814,713","$5,488,570",70.8%,"$13,326,143"
197,Ho voglia di te,"$18,594,142",-,100%,"$18,594,142"
198,Saawariya,"$18,513,120","$885,574",95.2%,"$17,627,546"
199,Daddy Day Camp,"$18,197,398","$13,235,267",27.3%,"$4,962,131"
200,Voice of a Murderer,"$18,160,598",-,100%,"$18,160,598"
