Rank,Release Group,Worldwide,Domestic,%,Foreign
106,"Love, Simon","$66,316,289","$40,826,341",38.4%,"$25,489,948"
107,Mile 22,"$66,308,758","$36,108,758",45.5%,"$30,200,000"
108,Life of the Party,"$65,859,911","$53,059,911",19.4%,"$12,800,000"
109,L Storm,"$64,517,456",-,100%,"$64,517,456"
110,Capernaum,"$64,417,003","$1,661,096",97.4%,"$62,755,907"
111,Isle of Dogs,"$64,241,499","$32,015,231",50.2%,"$32,226,268"
112,Andhadhun,"$62,475,342","$1,193,046",98.1%,"$61,282,296"
113,Adrift,"$59,945,012","$31,445,012",47.5%,"$28,500,000"
114,The 15:17 to Paris,"$57,076,286","$36,276,286",36.4%,"$20,800,000"
115,A or B,"$56,239,049",-,100%,"$56,239,049"
116,Go Brother!,"$54,663,060",-,100%,"$54,663,060"
117,Early Man,"$54,622,814","$8,267,544",84.9%,"$46,355,270"
118,Peppermint,"$53,918,723","$35,418,723",34.3%,"$18,500,000"
119,Teen Titans GO! To the Movies,"$52,090,236","$29,790,236",42.8%,"$22,300,000"
120,Slender Man,"$51,738,549","$30,569,484",40.9%,"$21,169,065"
121,Breaking In,"$51,411,620","$46,840,590",8.9%,"$4,571,030"
122,Cry Me a Sad River,"$51,400,614",-,100%,"$51,400,614"
123,Once Upon a Deadpool 2018 Re-release,"$51,349,833","$6,100,309",88.1%,"$45,249,524"
124,Simmba,"$51,329,025","$5,102,129",90.1%,"$46,226,896"
125,Family is Family,"$49,954,866",-,100%,"$49,954,866"
126,Death Wish,"$49,562,710","$34,017,028",31.4%,"$15,545,682"
127,The Magic Tuche,"$47,427,990",-,100%,"$47,427,990"
128,Golden Job,"$47,287,851","$285,795",99.4%,"$47,002,056"
129,Mary Queen of Scots,"$46,712,809","$16,468,499",64.7%,"$30,244,310"
130,Uncle Drew,"$46,664,414","$42,469,946",9%,"$4,194,468"
131,Acrimony,"$46,403,669","$43,549,096",6.2%,"$2,854,573"
132,Asterix: The Secret of the Magic Potion,"$45,972,321","$1,271,953",97.2%,"$44,700,368"
133,Bajrangi Bhaijaan 2018 Re-release,"$45,579,004",-,100%,"$45,579,004"
134,Winchester,"$44,019,588","$25,091,816",43%,"$18,927,772"
135,Annihilation,"$43,070,915","$32,732,301",24%,"$10,338,614"
136,The Possession of Hannah Grace,"$43,016,528","$14,837,422",65.5%,"$28,179,106"
137,Long Day's Journey Into Night,"$42,140,994","$521,365",98.8%,"$41,619,629"
138,Overlord,"$41,657,844","$21,704,844",47.9%,"$19,953,000"
139,The Great Battle,"$41,509,280","$472,166",98.9%,"$41,037,114"
140,The Darkest Minds,"$41,142,379","$12,695,691",69.1%,"$28,446,688"
141,"Lost, Found","$41,043,552",-,100%,"$41,043,552"
142,Holmes & Watson,"$40,466,970","$30,573,626",24.4%,"$9,893,344"
143,Intimate Strangers,"$39,576,060",-,100%,"$39,576,060"
144,Thugs of Hindostan,"$39,570,044","$1,449,848",96.3%,"$38,120,196"
145,Sink or Swim,"$39,193,850",-,100%,"$39,193,850"
146,Show Dogs,"$39,156,854","$17,857,020",54.4%,"$21,299,834"
147,Believer,"$39,047,153","$365,639",99.1%,"$38,681,514"
148,The Spy Gone North,"$38,844,509","$500,803",98.7%,"$38,343,706"
149,On the Basis of Sex,"$38,673,750","$24,622,687",36.3%,"$14,051,063"
150,Taxi 5,"$38,598,227",-,100%,"$38,598,227"
151,Fat Buddies,"$37,496,410",-,100%,"$37,496,410"
152,Till The End Of The World,"$37,013,733","$118,660",99.7%,"$36,895,073"
153,2.0,"$36,945,969","$4,152,000",88.8%,"$32,793,969"
154,Nothing to Lose,"$36,075,317","$1,016,188",97.2%,"$35,059,129"
155,T-34,"$35,950,901",-,100%,"$35,950,901"
156,Mia and the White Lion,"$35,487,190","$399,471",98.9%,"$35,087,719"
157,The Girl in the Spider's Web,"$35,164,920","$14,841,338",57.8%,"$20,323,582"
158,The Hate U Give,"$34,934,009","$29,719,483",14.9%,"$5,214,526"
159,Nobody's Fool,"$33,705,333","$31,713,110",5.9%,"$1,992,223"
160,Baaghi 2,"$33,139,063","$1,319,579",96%,"$31,819,484"
161,The Hurricane Heist,"$32,517,248","$6,115,825",81.2%,"$26,401,423"
162,All About Me,"$31,920,159",-,100%,"$31,920,159"
163,Bad Times at the El Royale,"$31,882,724","$17,839,115",44%,"$14,043,609"
164,Hunter Killer,"$31,672,678","$15,767,460",50.2%,"$15,905,218"
165,Super Troopers 2,"$31,626,386","$30,617,396",3.2%,"$1,008,990"
166,The Strangers: Prey at Night,"$31,039,126","$24,586,708",20.8%,"$6,452,418"
167,Gintama 2: Rules are Made to be Broken,"$30,896,653",-,100%,"$30,896,653"
168,The Way of the Bug,"$30,355,804",-,100%,"$30,355,804"
169,Clergy,"$30,114,115",-,100%,"$30,114,115"
170,Ice,"$29,806,210",-,100%,"$29,806,210"
171,Free Solo,"$29,390,279","$17,541,090",40.3%,"$11,849,189"
172,Dark Figure of Crime,"$29,176,133",-,100%,"$29,176,133"
173,Pad Man,"$29,045,020","$1,670,192",94.2%,"$27,374,828"
174,Mirai,"$28,756,961","$812,794",97.2%,"$27,944,167"
175,Default,"$27,694,043","$203,775",99.3%,"$27,490,268"
176,One Cut of the Dead,"$27,590,180","$52,406",99.8%,"$27,537,774"
177,The Happytime Murders,"$27,506,452","$20,706,452",24.7%,"$6,800,000"
178,Midnight Sun,"$27,365,467","$9,561,064",65.1%,"$17,804,403"
179,VIP Policeman,"$27,222,681",-,100%,"$27,222,681"
180,My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",95.8%,"$25,939,208"
181,The Faces of My Gene,"$26,796,279",-,100%,"$26,796,279"
182,Badhaai Ho,"$26,125,610",-,100%,"$26,125,610"
183,Hichki,"$26,055,222","$330,279",98.7%,"$25,724,943"
184,White Boy Rick,"$25,957,482","$24,011,188",7.5%,"$1,946,294"
185,"Paul, Apostle of Christ","$25,915,966","$17,560,475",32.2%,"$8,355,491"
186,Champions,"$25,703,987",-,100%,"$25,703,987"
187,Keys To The Heart,"$25,375,866","$75,134",99.7%,"$25,300,732"
188,Stan & Ollie,"$24,420,923","$5,470,235",77.6%,"$18,950,688"
189,The Witch: Part 1 - The Subversion,"$24,340,302",-,100%,"$24,340,302"
190,The Accidental Detective 2: In Action,"$24,243,825","$179,045",99.3%,"$24,064,780"
191,Killing for the Prosecution,"$23,929,620",-,100%,"$23,929,620"
192,Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",96.7%,"$22,951,618"
193,The Guernsey Literary and Potato Peel Pie Society,"$23,148,937",-,100%,"$23,148,937"
194,The Crimes That Bind,"$23,144,130",-,100%,"$23,144,130"
195,New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",-,100%,"$23,130,469"
196,Padmaavat,"$22,991,060","$11,846,060",48.5%,"$11,145,000"
197,Won't You Be My Neighbor?,"$22,844,741","$22,835,787",<0.1%,"$8,954"
198,Europe Raiders,"$22,435,156",-,100%,"$22,435,156"
199,Mojin: The Worm Valley,"$22,381,583","$101,516",99.5%,"$22,280,067"
200,Stree,"$22,075,730",-,100%,"$22,075,730"
