Rank,Release Group,Worldwide,Domestic,%,Foreign
148,Boonie Bears: To the Rescue,"$40,163,675",-,100%,"$40,163,675"
149,The November Man,"$39,661,919","$25,018,119",36.9%,"$14,643,800"
150,Recep Ivedik 4,"$39,477,906",-,100%,"$39,477,906"
151,Sin City: A Dame to Kill For,"$39,407,616","$13,757,804",65.1%,"$25,649,812"
152,The Gambler,"$39,280,992","$33,680,992",14.3%,"$5,600,000"
153,Samba,"$39,178,695","$151,530",99.6%,"$39,027,165"
154,Women Who Flirt,"$39,156,132","$375,495",99%,"$38,780,637"
155,Forbidden Empire 2014 Re-release,"$38,885,962",-,100%,"$38,885,962"
156,The Best of Me,"$38,609,668","$26,766,213",30.7%,"$11,843,455"
157,Million Dollar Arm,"$38,483,455","$36,457,627",5.3%,"$2,025,828"
158,The Water Diviner,"$38,176,317","$4,196,641",89%,"$33,979,676"
159,But Always,"$38,039,248","$430,760",98.9%,"$37,608,488"
160,Devil's Due,"$36,921,560","$15,821,461",57.1%,"$21,100,099"
161,A Most Wanted Man,"$36,233,517","$17,237,855",52.4%,"$18,995,662"
162,Kundo: Age of the Rampant,"$35,941,291","$280,958",99.2%,"$35,660,333"
163,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,"$35,861,856",-,100%,"$35,861,856"
164,When Marnie Was There,"$34,949,567","$561,085",98.4%,"$34,388,482"
165,Endless Love,"$34,718,173","$23,438,250",32.5%,"$11,279,923"
166,Black & White: The Dawn of Justice,"$34,146,896",-,100%,"$34,146,896"
167,"My Love, Don't Cross That River","$34,012,261",-,100%,"$34,012,261"
168,Don't Go Breaking My Heart 2,"$33,801,759",-,100%,"$33,801,759"
169,Get on Up,"$33,448,971","$30,703,100",8.2%,"$2,745,871"
170,Girls,"$33,325,338",-,100%,"$33,325,338"
171,The Crossing,"$32,806,475",-,100%,"$32,806,475"
172,Old Boys: The Way of the Dragon,"$32,800,000",-,100%,"$32,800,000"
173,Tinker Bell and the Legend of the NeverBeast,"$31,836,701",-,100%,"$31,836,701"
174,The Four 3,"$31,521,335",-,100%,"$31,521,335"
175,Tazza: The Hidden Card,"$31,278,476","$251,555",99.2%,"$31,026,921"
176,Mrs. Brown's Boys D'Movie,"$31,116,264",-,100%,"$31,116,264"
177,Rise of the Legend,"$30,932,534",-,100%,"$30,932,534"
178,Winter's Tale,"$30,800,231","$12,600,231",59.1%,"$18,200,000"
179,Wild Tales,"$30,642,704","$3,106,530",89.9%,"$27,536,174"
180,When the Game Stands Tall,"$30,138,754","$30,127,963",<0.1%,"$10,791"
181,Draft Day,"$29,824,199","$28,842,237",3.3%,"$981,962"
182,Big Eyes,"$29,253,166","$14,482,031",50.5%,"$14,771,135"
183,The Fatal Encounter,"$29,060,186",-,100%,"$29,060,186"
184,Maya the Bee Movie,"$28,638,603",-,100%,"$28,638,603"
185,Pokémon the Movie: Diancie and the Cocoon of Destruction,"$28,595,105",-,100%,"$28,595,105"
186,The Divine Move,"$27,926,871","$136,707",99.5%,"$27,790,164"
187,Nicholas on Holiday,"$27,567,832",-,100%,"$27,567,832"
188,Grace of Monaco,"$27,515,247",-,100%,"$27,515,247"
189,Left Behind,"$27,405,896","$14,019,924",48.8%,"$13,385,972"
190,Joy of Fatherhood,"$27,088,817",-,100%,"$27,088,817"
191,A Hard Day,"$26,488,847","$19,004",99.9%,"$26,469,843"
192,Top Five,"$26,117,471","$25,317,471",3.1%,"$800,000"
193,Iceman,"$26,033,917","$7,679",100%,"$26,026,238"
194,Meet Miss Anxiety,"$25,948,636",-,100%,"$25,948,636"
195,"Love, Rosie","$25,574,387","$20,431",99.9%,"$25,553,956"
196,A Haunted House 2,"$25,358,716","$17,329,486",31.7%,"$8,029,230"
197,And So It Goes,"$25,312,387","$15,160,801",40.1%,"$10,151,586"
198,Kung Fu Jungle,"$24,070,765","$129,784",99.5%,"$23,940,981"
199,Hot Road,"$22,916,313",-,100%,"$22,916,313"
200,Fading Gigolo,"$22,706,304","$3,769,873",83.4%,"$18,936,431"
